3454.36 0.223741 0.264354 0.296613
1044.38 1.78303 0.814386 0.551208
1948.13 47.1662 1.01661 0.336633
375.994 1.03861 0.858261 0.705428
5674.79 2.96033 0.4322 0.461091
5577.47 12.7262 0.541271 0.252926
4412.02 0.405211 0.330119 0.542563
1413.2 0.660356 0.634471 0.34587
1777.98 0.474766 0.47645 0.584002
6674.67 4.42258 0.439558 0.471138
6661.9 0.539532 0.593369 0.265606
10939.2 4.85014 0.42478 0.420155
4016.29 6.14995 0.526088 0.531072
12958.9 1.78748 0.367966 0.380731
7722.33 4.32149 0.424924 0.460453
9824 2.90062 0.39309 0.423287
442.912 0.904247 0.791877 0.665584
9688.85 0.263495 0.25386 0.283609
4300.43 0.335926 0.357517 0.492567
3352.71 0.375462 0.378002 0.300878
1265.19 1.63863 0.804058 0.560032
4159.77 0.143073 0.282778 0.327533
3067.06 0.178241 0.263623 0.29102
6427.37 34.4671 0.523114 0.553143
111.448 5.94145 1.19265 1.02645
1514.01 12.0089 0.760943 0.329988
12018.7 23.3636 0.478153 0.469733
1275.63 0.167137 0.41671 0.329715
6102.79 28.3753 1.14532 0.218314
6824.55 2.0388 0.393971 0.424201
63.0223 0.67475 1.31261 0.635322
2272.44 0.460805 0.427654 0.566033
3291.21 12.4968 0.582088 0.266503
5427.44 5.75472 0.471389 0.528742
3434.09 4.04971 0.477354 0.554637
202.154 0.898422 1.33684 0.742056
1054.63 0.771741 0.471153 0.635341
1106.49 0.564349 0.645663 0.62127
10501.9 0.237813 0.274161 0.265202
3109.92 8.43579 0.543031 0.253456
2443.1 0.25149 0.313528 0.309448
9083.91 1.87269 0.380478 0.401286
5399.26 4.78025 0.457674 0.532652
4508.06 7.40358 0.523926 0.530563
710.654 0.2529 0.684486 0.426793
9238.05 0.286689 0.310954 0.25801
112.922 1.44304 1.24626 0.9338
2657.36 0.350025 0.335885 0.318534
1559.54 0.406674 0.512082 0.576084
2221.96 0.384055 0.423875 0.525947
9719.59 7.41425 0.451595 0.458318
7008.15 0.2084 0.271072 0.308775
4874.82 8.81297 0.523504 0.527834
1864.06 0.307621 0.398711 0.31769
228.557 1.74416 1.21773 0.769793
471.118 1.04118 0.825611 0.560868
6802.13 2.44024 0.414925 0.425837
1729.79 10.2907 0.572133 0.649358
9298.39 2.49602 0.399709 0.416576
214.624 2.10452 1.34871 0.760162
1572.4 0.562218 0.431674 0.606755
6436.31 7.33426 0.462423 0.518504
3155.32 9.73244 0.571621 0.250849
74.6008 0.970686 1.18362 0.703272
12364.2 15.2666 0.459313 0.472723
11667.4 479.522 0.522016 0.524856
4937.65 2.64647 0.440437 0.450898
5092.56 0.160086 0.269743 0.326224
3327.32 23.1781 0.845129 0.272365
4474.97 4.89851 0.459585 0.536149
1323.64 0.496933 0.454144 0.580415
3020.59 3.94134 0.531224 0.552136
4628.27 4.78152 0.454818 0.535346
2813.04 0.144604 0.298487 0.329313
12526.4 11.7368 0.450698 0.459208
1733.4 9.08557 0.595079 0.194364
7346.5 4.06645 0.444543 0.442342
932.69 0.952024 0.503469 0.623589
40.6218 4.99681 1.33951 0.870103
10126.2 1.45708 0.358717 0.379549
3870.59 0.205224 0.282828 0.307662
1064.37 17.1775 1.01556 0.36294
2913.04 0.178887 0.382559 0.272186
6773.93 0.217744 0.225143 0.271434
2073.82 0.424355 0.378026 0.335925
1641.81 11.4895 0.576226 0.67872
4607.53 7.75372 0.524915 0.526876
4887.61 4.62592 0.475534 0.473926
86.1569 0.795339 1.17681 1.14515
10171.5 0.21027 0.222429 0.252669
960.574 0.639135 0.71086 0.644235
2347.8 6.22753 0.545259 0.579071
9736.25 4.0162 0.427043 0.440679
11777.8 7.59089 0.424204 0.457148
1795.95 5.78896 0.554334 0.674123
3222.19 3.51813 0.465149 0.559408
5934.65 0.152171 0.2647 0.329839
4239.7 0.145491 0.284252 0.32976
3161.5 0.148985 0.29283 0.328508
3313.12 4.07847 0.481816 0.555965
535.099 0.675619 0.670813 0.657319
6727.58 0.26489 0.288613 0.286347
6114.12 0.227194 0.288367 0.281078
5574.71 0.218578 0.269623 0.293898
8294.27 9.28763 0.461068 0.521697
12421.4 3.35272 0.389173 0.41836
3795.53 0.424842 0.358658 0.540836
2766.66 0.356279 0.359105 0.498266
7273.76 24.6827 0.802744 0.256295
3470.6 6.84308 0.527906 0.567808
3738.01 3.38708 0.450085 0.550851
115.449 2.10192 0.929917 0.748332
386.324 1.00664 1.02932 0.724158
9161.49 20.9096 0.477177 0.525022
1562.13 0.245175 0.415541 0.31103
3774.39 0.23117 0.284198 0.314482
10045.8 4.5679 0.428269 0.423145
260.554 31.297 1.34326 0.474152
1728.7 0.52068 0.464928 0.599077
1745.64 0.45939 0.479134 0.581015
4123.31 0.35274 0.299117 0.330219
310.295 1.13221 1.27377 0.742614
735.268 20.0724 1.30964 0.419382
12016.1 0.211064 0.240697 0.272834
2453.34 16.0103 0.563768 0.595705
1445.59 1.00176 0.546077 0.558368
2822.06 31.5137 0.884273 0.292508
1451.29 0.678878 0.408843 0.562942
10038.4 0.35021 0.607179 0.228814
6109.01 0.248412 0.277352 0.313611
2569.89 0.33395 0.342378 0.325488
636.658 1.49017 0.736911 0.644556
2071.41 10.3699 0.56685 0.193969
1384.1 0.360478 0.408675 0.500834
12799.4 12.1817 0.545987 0.20247
9652.45 0.471372 0.399046 0.264696
8060.97 6.59332 0.459763 0.476249
1056.42 29.0178 1.21075 0.239037
765.748 23.7963 1.17824 0.402783
6326.94 12.9479 0.522124 0.520857
5389.07 9.17088 0.52207 0.525565
2402.99 8.1347 0.555116 0.266785
5663.92 2.49851 0.426096 0.440214
8274.27 3.97167 0.43506 0.44508
561.297 7.42298 1.35337 0.317909
1190.66 0.396221 0.43432 0.522487
10819.7 4.50411 0.42646 0.443595
811.475 1.10071 0.55952 0.634349
1180.28 15.9768 1.09121 0.221482
1918.37 0.404171 0.353243 0.525267
7233.43 8.12355 0.476773 0.474718
10114.3 1.51868 0.361078 0.389677
1012.16 0.158495 0.443827 0.32931
7490.55 2.51499 0.416958 0.417584
6200.33 0.330403 0.24127 0.294812
4227.55 0.464198 0.376185 0.304593
13144.8 4.34355 0.413368 0.42354
1638.65 7.08866 0.567965 0.198203
3269.1 0.350273 0.299789 0.417082
5420.04 6.31214 0.478237 0.530603
4420.56 25.4143 1.2093 0.208491
3209.31 3.71802 0.47349 0.562854
3229.27 0.454775 0.302236 0.549781
3653.48 0.344256 0.360428 0.492345
352.882 1.07353 0.917545 0.710917
4481.89 0.273296 0.292887 0.33429
5130.03 0.396861 0.331128 0.521272
410.258 0.813237 1.14319 0.704975
10842.2 0.260122 0.294932 0.252001
2567.96 0.455735 0.336108 0.349956
8549.17 2.37955 0.403974 0.411674
9214.31 3.95453 0.426466 0.422288
11616.8 5.46663 0.426949 0.420879
4720.86 0.301073 0.692886 0.241047
1430.11 0.35822 0.420176 0.512237
2514.34 3.95722 0.531674 0.578488
4857.09 0.455694 0.29292 0.548216
1553.53 52.5269 1.06377 0.347016
1566.3 6.73829 0.561953 0.69123
537.322 13.0603 1.18618 0.301994
8963.17 3.73383 0.427238 0.432657
529.822 15.7911 1.16813 0.458429
10756.5 0.236944 0.286975 0.25128
1368.26 0.159199 0.356835 0.328179
4107.91 0.254393 0.284781 0.315705
81.0895 0.928224 1.20228 1.0465
7702.21 14.7594 0.494131 0.519734
2145.17 0.633897 0.437185 0.547969
10600.9 3.59834 0.398583 0.43253
79.4413 1.90795 0.950243 1.29322
3152.31 0.289946 0.33486 0.308629
3502.98 0.378241 0.382268 0.516833
6870.85 1.877 0.390186 0.413456
4210.63 0.389616 0.337281 0.515148
49.7834 5.90837 1.24843 0.836361
3023.81 4.82489 0.530517 0.557224
290.254 1.39774 1.00264 0.764846
11321.5 0.248864 0.254033 0.286835
844.961 11.7815 1.00178 0.389718
4479.6 24.9774 0.527635 0.586391
1632.25 0.514509 0.473847 0.600066
