t0,a,m1,m2,nu0,M_ch,K,nu_max,Dt_max
1844.67,1.35512,0.545667,0.480619,6.416681947620729e-05,0.4456393112871792,9.56832482600945e-07,0.013594385176960428,1881.819169664803
3164.39,0.902344,0.451056,0.268188,9.886051421640229e-05,0.30076454147150544,4.968681319832246e-07,0.006715783860344847,1144.4610164834226
1091.13,0.214197,0.604874,0.329139,0.0009740905458148529,0.38490714529213366,7.495317631922811e-07,0.008379557508832248,1.6948076721038219
4727.86,12.6602,0.58269,0.24186,2.0141443473610787e-06,0.3207432820356539,5.530860453514749e-07,0.00591884782012713,33205332.005475607
10486.9,1.38309,0.425305,0.250705,5.0506100879142564e-05,0.28231078282539795,4.4710466050069466e-07,0.0062437679226166965,7625.146399000349
103.909,2.40822,0.899365,0.948497,3.6344062667089186e-05,0.8039874312791766,2.558264938910613e-06,0.036748344760389434,3204.847162557143
3338.06,0.184413,0.30354,0.329967,0.001004225750068528,0.2754619256983634,4.2917332262216026e-07,0.00793198379177457,2.7266772283030933
818.842,1.28457,0.587831,0.578636,7.412121150343025e-05,0.5077153219124341,1.189133286252153e-06,0.01757865382872419,1030.7769010019774
5316.32,26.8572,0.735871,0.27045,7.201452683425383e-07,0.37912803259830213,7.308696285421855e-07,0.006648255134271367,390195174.351937
2479.85,0.724685,0.624825,0.250841,0.00015156128514848385,0.33777418542146415,6.028938381901264e-07,0.00614663041212922,301.8168486595449
130.258,2.48336,1.25149,0.763809,3.624542245197814e-05,0.8460175947019304,2.7850248740873776e-06,0.02604556969384234,2965.3177812952913
135.051,14.6149,1.35327,0.567739,2.4786423811135822e-06,0.7492280523654952,2.274504511509181e-06,0.016246545411100568,4642853.505038179
12207.2,0.843854,0.573625,0.211371,0.00011420252217787199,0.2959583482878346,4.837055582563016e-07,0.00512048590717019,800.1573340973397
510.306,1.96045,0.667301,0.72629,4.2971147825713536e-05,0.6059433694532335,1.59679862136046e-06,0.021525438966238427,3284.8841029494497
83.7791,3.10601,0.897056,1.14949,2.61125584137192e-05,0.8826541135533148,2.988920306674963e-06,0.035970278776724283,6624.1369663622945
1916.88,1.81138,0.678108,0.352915,4.161623315897351e-05,0.42143220521054986,8.71785458853332e-07,0.009052841504670362,6553.372442329188
6909.7,1.25555,0.448313,0.257597,5.9671450128058096e-05,0.2936049770214939,4.773120975209997e-07,0.006418741364206142,4578.540846239574
1618.97,1.76593,0.565777,0.324303,4.016957511947234e-05,0.37005982941734195,7.019669419969663e-07,0.008262967666374911,8944.014955410727
1495.77,0.555492,0.32115,0.490769,0.00021746160184501462,0.34407133157897857,6.217429938094891e-07,0.008235374971801795,111.75084076632425
1644.53,2.07818,0.548876,0.517826,3.444607611343943e-05,0.4640729281696967,1.0237026098458315e-06,0.01506265694140135,9240.50213280304
1068.31,0.906073,0.553228,0.552449,0.00012181823359157708,0.481273724248587,1.0877197281921053e-06,0.016512087494588178,299.5652348252451
829.531,0.525205,0.592391,0.320538,0.0002508234673587505,0.37584206376047774,7.203425351777806e-07,0.008131305569777416,65.91950749683367
1694.26,0.842619,0.602206,0.275356,0.00012101382176099472,0.3492434032435202,6.373976222589377e-07,0.006826108861316244,520.3103315095019
11518.3,5.73709,0.442182,0.321258,6.353205521917166e-06,0.3272789132849186,5.719966172935001e-07,0.008295500469217653,1500378.7276986637
6069.39,0.76632,0.395326,0.242602,0.00011896344592282909,0.2680127902054664,4.100051260933052e-07,0.0060428439047705024,846.5860731872233
5605.5,1.05689,0.440151,0.256799,7.677133128025536e-05,0.2905873391183748,4.691638772138149e-07,0.006402671853358003,2378.9395740479754
9765.81,5.00395,0.51713,0.312913,8.132494851621793e-06,0.3480117323270941,6.336555288587134e-07,0.00796222753885343,701119.5567475694
68.0388,2.21394,1.30292,0.724659,4.318998622575404e-05,0.838755358393152,2.7452944527187883e-06,0.023711140324601827,1884.943387449028
143.861,1.30211,0.893502,0.701865,8.493794208689476e-05,0.6883944305903239,1.9751147537558736e-06,0.023006799931205472,431.5637982081239
8038.16,0.630437,0.371511,0.226918,0.0001544140161608249,0.2512475574363821,3.6815708863922994e-07,0.005629586224809122,470.27075432563305
1030.98,1.03937,0.433345,0.549707,9.349231704244169e-05,0.42429091841591454,8.816637399365746e-07,0.01184046368944804,748.518016106692
7311.28,0.556109,0.266803,0.315501,0.00018385605819170147,0.2523974219110815,3.709695620001277e-07,0.006840192685580117,293.04511631097625
1870.67,0.894677,0.546504,0.279352,0.00010729900595499769,0.3364079204346173,5.988349054083964e-07,0.006966280849076201,763.2616205454021
2820.97,0.647358,0.60506,0.241914,0.00017654735034558416,0.32636355230973363,5.693327574355381e-07,0.005913337000436021,212.75288903717566
3306.39,0.172307,0.293314,0.329819,0.001102754751281367,0.27067548748107745,4.1681656067355383e-07,0.00761546366207849,2.1835754900488107
5859.83,0.304111,0.233076,0.317502,0.0004420833683631614,0.23625588870491296,3.3227767015412974e-07,0.005858905476040353,31.498369014583115
7102.25,21.0546,0.780158,0.195246,1.0214443657522542e-06,0.3249540248445972,5.652405198612954e-07,0.004689157258107676,198656558.13396323
7735.96,0.542412,0.208179,0.436409,0.00020081221112679218,0.2589058876551292,3.870496069513997e-07,0.005083361841064977,221.9677475393533
2519.71,3.65917,0.350644,0.547044,1.3524828707423618e-05,0.3794094280872198,7.317739593438752e-07,0.009086901394117702,156379.7138213412
270.924,1.78807,0.986804,0.614945,5.2888761753815705e-05,0.6744059810857439,1.908677007081461e-06,0.018523278132921647,1579.5760079356885
1661.71,1.6125,0.847421,0.296525,5.219106038704287e-05,0.42502572533215505,8.842100531212806e-07,0.007342710586066592,3532.614050150794
1769.98,0.544407,0.531523,0.255936,0.0002207350849498577,0.3169176842824648,5.421351208301263e-07,0.006321319009516311,123.14619690886825
122.145,3.24357,1.10063,0.833412,2.3787071704769446e-05,0.8321612277678103,2.7094171888817443e-06,0.030952580686753377,9371.093507638563
2571.29,1.95809,0.557721,0.310211,3.3973228472622984e-05,0.35904375272649136,6.674863321210261e-07,0.007849936995608153,14703.971778772942
151.642,0.806292,1.00589,0.666872,0.00017849312558007303,0.7100173371279914,2.0795929767672207e-06,0.02098535480480273,56.57246945517106
12332.9,0.997205,0.376927,0.234708,7.847158725133639e-05,0.25749726378795845,3.8354628795120015e-07,0.005839823678468046,2744.8591118063064
120.315,1.0995,1.12856,0.709105,0.00011748522826113398,0.774618476653735,2.4044172740921203e-06,0.023040988338397808,149.25992736397353
10437.9,1.07333,0.573202,0.226786,8.036829917981936e-05,0.30742392876138835,5.153388298778616e-07,0.005521960834335467,1916.8333144406195
298.693,2.95199,0.78963,0.760332,2.452624973458864e-05,0.6745155018374773,1.909193637177727e-06,0.026722524644723845,12256.76149524294
3500.49,1.93822,0.564566,0.295942,3.4349134123200094e-05,0.3522101053152247,6.464472715154205e-07,0.007429385430522647,14743.478429063633
4065.88,10.8295,0.539906,0.160704,2.3467590485675568e-06,0.24769180498018417,3.5951428354698936e-07,0.0038549823126890837,33984166.242802374
893.48,1.04539,0.626929,0.398256,9.465129343661854e-05,0.43278077828671946,9.112622069493202e-07,0.010537899931698808,700.7983844539788
375.62,2.56792,0.794033,0.740602,3.0079683230035364e-05,0.6675027200886213,1.8762260119511572e-06,0.02548037558890566,7237.0503044684565
987.431,0.346424,0.573238,0.283814,0.000453664265649183,0.34691241115141813,6.30322991761549e-07,0.007077722355496094,15.503659734013041
99.665,1.84535,1.07781,0.75545,5.3968065530470904e-05,0.7830760617612122,2.4483302570827173e-06,0.02577726469647595,1166.8287978743815
5008.88,2.85825,0.574743,0.302872,1.937067007122025e-05,0.35956621797560945,6.691059469045547e-07,0.007623710498417541,65618.77424522521
1016.35,0.394295,0.581882,0.288179,0.00037643144067277273,0.3521992374311011,6.464140269564098e-07,0.007197011711715599,24.87345405496158
12637.6,0.710234,0.547721,0.204505,0.00014478211799484475,0.2846350156853719,4.53256418362799e-07,0.004949833494305308,453.5478028405707
857.202,0.254011,0.596055,0.274015,0.0007280165537456592,0.34667742714426497,6.296115615722922e-07,0.006791433123361015,4.388658472664372
2587.23,0.591347,0.316835,0.32832,0.00017648645530408025,0.28076662439808936,4.430362074501066e-07,0.008355002234775151,273.66823832584674
8013.0,1.95574,0.419711,0.278447,3.052482097799177e-05,0.2963636896937454,4.848101922274319e-07,0.007040478146030012,26931.578768771586
11364.2,5.54984,0.605843,0.305774,7.296733037543093e-06,0.3704195555003343,7.031045852057936e-07,0.00768946363732135,843748.3828154085
3405.9,0.159254,0.283525,0.328635,0.0012300985136670917,0.2655890187860292,4.038439773189301e-07,0.007318841862251616,1.6792020599725779
2813.17,0.937528,0.560762,0.264572,9.99957267532274e-05,0.33072538182493794,5.820710020940458e-07,0.006545378975282536,947.6385628180436
678.328,0.470568,0.626556,0.515686,0.0003308174580792172,0.49437387851230535,1.1375118923991658e-06,0.014810752463997772,19.95414795104199
6087.22,1.03261,0.52826,0.245008,8.37343152070632e-05,0.3087100639233409,5.189371143420055e-07,0.006024532477674798,1706.2654476732405
1511.25,0.868183,0.756311,0.270797,0.00012517975094163933,0.38413452046427865,7.470258805425914e-07,0.006653221215605771,405.6374347435098
99.0503,2.15377,0.742145,1.06139,4.245279084146137e-05,0.7701819557070166,2.381509503208314e-06,0.025006621167675207,2274.9565894991106
3051.07,3.25219,0.524746,0.336957,1.581458795422991e-05,0.36428614240061097,6.838085148941026e-07,0.008684216704333477,110277.41182719993
1113.06,0.30876,0.573079,0.265309,0.0005332537546422489,0.3345729884464295,5.934009158523371e-07,0.0065601148605005976,10.695422494146818
81.3246,3.67722,0.913385,1.07752,1.9993498386346054e-05,0.8630529107048746,2.879115730410799e-06,0.03763385020444783,14015.637987176005
6206.15,11.6369,0.548974,0.381281,2.4276607493853054e-06,0.3969700679150628,7.890896657528764e-07,0.010065720832415734,14145373.729872359
11983.0,12.914,0.513946,0.359187,2.011833205017617e-06,0.37284367465422125,7.107901253701436e-07,0.009393847190979661,25917242.70951494
5050.62,0.459832,0.276821,0.284502,0.00024007701144491178,0.24430257617062529,3.5135286356625427e-07,0.007204944753158511,151.88462220851392
412.471,4.82641,0.807048,0.683582,1.1505130632697662e-05,0.6461599241727236,1.7773110917983444e-06,0.022194678334474624,99106.28042299919
6902.0,3.17247,0.462303,0.306313,1.5502486723532343e-05,0.32622211579468485,5.689215962848096e-07,0.007817965261969515,139782.45963433236
2044.27,1.55198,0.648902,0.298651,5.0305505641056864e-05,0.3776462263996241,7.261148778308451e-07,0.007462757528363331,4745.274614642927
8564.33,1.2894,0.462906,0.250348,5.7634635747777634e-05,0.2936116735931828,4.77330241962398e-07,0.006206398470797275,5022.639725647884
1148.13,0.395287,0.64082,0.369565,0.00040412674334031946,0.4204929870701613,8.68549713813109e-07,0.009597610235042011,15.321712526458374
1582.08,0.543374,0.724283,0.246093,0.00024573368087996557,0.35745100468307617,6.625585913754311e-07,0.0059970340703625466,75.68770041092407
662.329,0.225668,0.703979,0.314863,0.0009407871861648128,0.403447874676203,8.10666960004473e-07,0.007905431962961354,1.7189580641196676
199.269,0.538648,0.815893,0.325061,0.0002699724412940185,0.4392433725536768,9.340542814114128e-07,0.008161549740966952,41.78007327426975
1048.42,1.34924,1.28682,0.310756,8.058234388909666e-05,0.5253758302962848,1.258868119603233e-06,0.007695964777013862,779.1478399032853
2309.98,7.56058,0.601957,0.40047,4.812122249081616e-06,0.42566772565595584,8.864371689425369e-07,0.010638029649050435,2030936.8041703738
6152.69,0.734782,0.415899,0.23793,0.00012827359607016193,0.27174991227206624,4.195777412403853e-07,0.00589663149415818,676.676243832868
5098.89,28.5553,1.01338,0.210195,7.243161192519615e-07,0.37976130136464414,7.329054164428925e-07,0.005057927074202607,383164949.38003093
2232.68,0.541096,0.669532,0.236794,0.00023898666997479838,0.33777564485755857,6.028981797805229e-07,0.005762031897689777,89.58709729324852
3847.33,0.783187,0.428689,0.255836,0.00011927224545087388,0.2864075978911807,4.5797064815452177e-07,0.006384889562816851,752.7002687547298
4728.37,0.664911,0.645006,0.223616,0.00017175645954200394,0.32186504375327624,5.563137241041309e-07,0.0054225531097353485,234.302631654246
10625.4,3.08525,0.441941,0.290117,1.577539155976629e-05,0.3103511685693024,5.235430451141494e-07,0.00735869775270236,144991.5251943185
807.61,45.2749,1.34163,0.341962,4.2557403270557737e-07,0.5645715572898237,1.4192592864853563e-06,0.008574638690508719,817046373.6148502
6000.13,0.800479,0.571571,0.229842,0.00012489533597594902,0.30926336007028027,5.204881781737975e-07,0.005602937615185643,585.7211267446986
88.4289,1.78659,1.25369,0.733454,5.8982104640013904e-05,0.8288805673164539,2.691638198313796e-06,0.02425433674247747,837.4740066769947
11826.1,0.906286,0.422128,0.227012,9.330699917075417e-05,0.2669488847195423,4.072961182016234e-07,0.005594121764590179,1628.8684884142074
267.837,1.3456,1.06056,0.473296,7.927956721609168e-05,0.6070772085860905,1.6017816002325976e-06,0.012802788967098012,639.5505192762246
582.733,0.186173,0.664684,0.329139,0.0012400020973609598,0.402286013390669,8.067797246188166e-07,0.008342973390236012,0.8247590535377183
10151.4,5.47318,0.567404,0.312234,7.318723465941864e-06,0.36321414643698247,6.804580320322595e-07,0.007902705953516529,864861.4189253954
8342.73,0.525601,0.531887,0.203721,0.0002248960828909647,0.28027464831442167,4.4174310572353107e-07,0.004933593361274766,143.77126969555934
437.439,0.862505,0.724315,0.700967,0.0001489192744934093,0.6202901304997198,1.6603062582551586e-06,0.023359875217172393,114.86406898300419
1238.89,0.89904,0.629323,0.364965,0.00011687739422827219,0.4141641022639319,8.468714833285783e-07,0.009461810793308732,429.674587198412
1542.7,1.11148,0.532764,0.500418,8.66720124606349e-05,0.44945406224361917,9.70522488396471e-07,0.014398173237572521,832.196019615098
4908.58,0.166436,0.272918,0.328648,0.001141336431480805,0.2604961132553099,3.9101987511236473e-07,0.006999787446966463,2.1190780284631137
1829.82,1.92993,0.351598,0.682977,3.790631766550584e-05,0.42200644999264814,8.737661870762879e-07,0.00900951791589531,8387.17576433677
259.488,1.39914,0.896011,0.785966,7.829990061205034e-05,0.7302410617892995,2.179250576332458e-06,0.02809597111050027,485.9276832100913
