t0,a_i,m1,m2,nu0,M_ch,K,nu_max,Dt_max
8713.01,22.7487,0.451487,0.459297,8.788520391803376e-07,0.3964242713751653,7.87282287685656e-07,0.012686688615533624,212978739.86542237
400.708,3.61914,0.828211,0.764818,1.8316677949199362e-05,0.6927471065954421,1.9959728089119585e-06,0.026896202017246164,25536.591282060395
6257.6,12.1463,0.536844,0.237431,2.0769428993297616e-06,0.305810411949182,5.108387882231474e-07,0.0058166982359361755,33125269.641244154
825.271,0.277468,0.65664,0.283608,0.0006628950821666184,0.3692997413995711,6.995655677940261e-07,0.007034581732775097,5.0749084207550865
2480.92,1.47008,0.309263,0.607257,5.366639996804454e-05,0.3730713573156248,7.115136972872027e-07,0.007790168796577793,4075.537189282677
5572.69,0.509412,0.256598,0.311514,0.00020713627797603189,0.2458961388287252,3.551808987927339e-07,0.006545441680215568,222.70631909473227
10550.6,42.1647,0.436675,0.51154,3.553635111072303e-07,0.41118890963786536,8.36756460223158e-07,0.012026979730917415,2241379936.0816097
2969.9,2.17787,0.569692,0.307796,2.9121625176085042e-05,0.36115498873063917,6.74040693602761e-07,0.007770684760227795,21960.769578282932
13364.4,0.606436,0.416332,0.205157,0.00016679468403424562,0.25132112221466874,3.6833676559550836e-07,0.005013770371235081,382.6438791253016
4086.31,1.43799,0.29758,0.336058,4.612429615599825e-05,0.27519627039351185,4.2848372027179374e-07,0.007734769559147881,10135.097569314534
2034.72,1.61619,0.641247,0.301079,4.720683757921666e-05,0.3772100472327938,7.247176520255763e-07,0.007535739089637088,5632.825109309855
12984.8,1.87058,0.52307,0.249416,3.43260493361318e-05,0.3102503998741615,5.232597582833174e-07,0.0061468433793253055,18247.112559724505
11160.9,21.9963,0.435096,0.447106,9.097090417449914e-07,0.38395802191085326,7.464539073333323e-07,0.012109337789554312,204879771.37142795
915.275,1.40836,0.678564,0.447247,6.343152676181125e-05,0.47751811691759005,1.0736099022378004e-06,0.01215862694931053,1729.4770493610717
9068.32,2.45644,0.520845,0.275546,2.316044365067907e-05,0.3265248942641024,5.698019294944403e-07,0.006874093318512228,47847.554832686415
612.002,1.09497,0.741278,0.534014,9.847918153128381e-05,0.5462586477951595,1.343364792503235e-06,0.015361519338498025,427.6899521725963
10090.1,16.556,0.425565,0.424481,1.3675116381261816e-06,0.370003651043583,7.017893429417171e-07,0.011776226878755836,73488478.31594546
6971.69,3.30733,0.633579,0.292545,1.5986788065978518e-05,0.3693705317155588,6.997890792413496e-07,0.007295751144066633,104691.55817163752
66.8049,0.648498,0.826268,1.28806,0.0002782057889714478,0.8937164342511241,3.051614430254095e-06,0.03011450554691542,11.805046833170918
779.977,1.61702,0.751988,0.445667,5.3178455831340255e-05,0.5005719227375715,1.1613796985076705e-06,0.012029771352515393,2558.423221288479
1356.34,0.466668,0.804302,0.233002,0.00031921547514991374,0.36348464389029084,6.813028405983407e-07,0.00564437237405094,36.62745127968434
7950.59,0.507527,0.247193,0.298265,0.0002040961792020916,0.2361733088213358,3.3208412115718127e-07,0.006292478225870111,247.77331274098572
12173.7,8.40549,0.387768,0.405006,3.650674305475235e-06,0.3449770265859506,6.244730646693679e-07,0.010527962260770827,6021899.332484806
203.728,5.19308,0.849203,0.749237,1.0674648753761785e-05,0.6941273771531765,2.0026053683781906e-06,0.025861162538867034,107408.12794371469
7943.24,0.38345,0.411778,0.199897,0.000329109331054324,0.24659116003355194,3.568556625406707e-07,0.00487794168365271,64.44381327627684
