t0,a_i,m1,m2,nu0,M_ch,K,nu_max,Dt_max
4828.16,0.155436,0.240051,0.329501,0.0012305016966965199,0.2442246397312769,3.511660714362189e-07,0.0060412050841757185,1.9182018245301786
5531.5,27.2897,0.510743,0.521205,7.119896956626107e-07,0.4491537553235874,9.694419563826968e-07,0.014843010424558179,303242735.8116533
4917.7,0.499459,0.604716,0.211653,0.0002557622424797528,0.30333898689922084,5.039767168368069e-07,0.005121257651254969,89.42402827949395
9294.55,0.574707,0.531627,0.204664,0.0001967877042396817,0.28091775824544274,4.434337486476787e-07,0.004957913748050161,204.4902091109359
4029.28,32.1273,1.22346,0.213415,6.577200708407816e-07,0.4155325333915712,8.515401688979928e-07,0.00514181400518843,426508195.5953629
130.034,3.28226,0.857257,0.879649,2.2144793307877397e-05,0.7559568539360325,2.3086517935678165e-06,0.033383242419797246,13309.425846715918
996.844,1.38418,0.476622,0.587599,6.32950869949161e-05,0.46020010639626246,1.0095037679623292e-06,0.013361657974269995,1849.895592933628
2662.24,34.1791,1.31072,0.218494,6.183525301687337e-07,0.43378647990953106,9.147942784408645e-07,0.005271138750320568,468046448.7419534
206.003,1.40945,0.996612,0.733513,7.854294359214864e-05,0.7425827561701149,2.240981062358753e-06,0.024607930549324603,468.65295686316284
511.361,1.83702,0.622951,0.722245,4.654412822712517e-05,0.5836143277884299,1.4999380716425926e-06,0.01931254006516382,2826.152969633091
397.952,1.55119,0.928757,0.524905,6.235584487899577e-05,0.6029717956994302,1.5837686796593048e-06,0.014794421076945579,1227.0936453672225
1554.1,0.627112,0.650923,0.25909,0.00019193274519419332,0.3502504014413191,6.404636547097367e-07,0.006361669519604422,151.348610346471
451.46,3.56317,0.781904,0.747984,1.8374602297701883e-05,0.665725999097845,1.8679100118915284e-06,0.025969018204522583,27058.577433123373
934.639,2.30832,0.696408,0.393903,2.9749119674407583e-05,0.45231578614902407,9.808433720359174e-07,0.01033364718374422,14257.544046689914
4547.55,0.574662,0.262375,0.299459,0.00017192072437178252,0.24391263023952997,3.504186688144162e-07,0.006737434951509446,371.04086259493204
12654.0,47.4666,0.456448,0.470727,2.941992851717725e-07,0.4035189251736108,8.10904915865555e-07,0.012844641715852714,3827317914.67471
2796.65,1.00879,0.679335,0.259993,9.557634646252442e-05,0.35781944172416597,6.636971855948606e-07,0.006378301565000938,937.5585602585084
1250.42,0.705689,0.553193,0.477291,0.00017109745447135656,0.4470825322798929,9.620026238532516e-07,0.01345163651139843,136.9028720767015
2572.46,1.53534,0.312857,0.609873,5.04514226257137e-05,0.37612849990675556,7.212577447464822e-07,0.007893687954867562,4740.475366243677
855.972,0.952502,0.727431,0.431447,0.00011570788583423632,0.48442217066446397,1.0996051672922842e-06,0.011559969574336871,339.9137696674729
163.334,3.0234,0.886217,0.851693,2.5056082571988003e-05,0.7562901363189013,2.3103484204674076e-06,0.032914821503983484,9567.44923845339
6139.76,1.06307,0.26058,0.282136,6.715625393112006e-05,0.23600718545526783,3.31694901360958e-07,0.00671793770147465,4807.700405106862
649.597,0.185722,0.634358,0.329348,0.0012255194190872818,0.3937356677204357,7.784033274943957e-07,0.008366698771160586,0.8822397979616615
3878.82,0.172702,0.283785,0.329688,0.0010904220369740247,0.2661316061678953,4.052199744116618e-07,0.007324803406327359,2.3134160078676493
