t0,a_i,m1,m2,nu0,M_ch,K,nu_max,Dt_max
3454.36,0.223741,0.264354,0.296613,0.0007071201911454056,0.2436902636531781,3.498863899590782e-07,0.006801899840337561,8.536780472809832
1044.38,1.78303,0.814386,0.551208,4.904172842495553e-05,0.5810629260938781,1.4890251426210884e-06,0.015966102250241393,2476.4597524068217
1948.13,47.1662,1.01661,0.336633,3.588264974577648e-07,0.4946653395072808,1.1386298232876006e-06,0.008452028898824786,1605095470.880674
375.994,1.03861,0.858261,0.705428,0.00011804276792104197,0.6767264745239504,1.919635170018224e-06,0.02327553915797381,184.6083695851093
5674.79,2.96033,0.4322,0.461091,1.8540832623466212e-05,0.38858340816681036,7.615010528406871e-07,0.011970521263543274,64797.80514631046
5577.47,12.7262,0.541271,0.252926,1.9613673814948812e-06,0.3175844959231591,5.440375890309541e-07,0.006234189752301737,36234533.11072079
4412.02,0.405211,0.330119,0.542563,0.0003618671110111598,0.3661855588328594,6.897612220543156e-07,0.008457956869655486,25.900914939331237
1413.2,0.660356,0.634471,0.34587,0.00018435899602629201,0.4041283977095207,8.129472531939854e-07,0.008865796991693157,132.75798312655735
1777.98,0.474766,0.47645,0.584002,0.00031453504202170286,0.4587338588594183,1.0041488153803612e-06,0.01336153970758055,25.860693098035032
6674.67,4.42258,0.439558,0.471138,1.0252177383153546e-05,0.3961173890458798,7.862667903569872e-07,0.012216051479418653,304669.65899654943
6661.9,0.539532,0.593369,0.265606,0.00023367238624027767,0.34020566103481825,6.101444236036223e-07,0.0065596462951614835,94.00048068850705
10939.2,4.85014,0.42478,0.420155,8.598509623765659e-06,0.3677727083248252,6.947511105680412e-07,0.011621755745598638,551168.4763231341
4016.29,6.14995,0.526088,0.531072,6.736059697400397e-06,0.4601494800804349,1.009318683322867e-06,0.015449486960503217,727441.3553405283
12958.9,1.78748,0.367966,0.380731,3.61771377286479e-05,0.32583245466682903,5.677894517390672e-07,0.009909485130427251,14618.296753741422
7722.33,4.32149,0.424924,0.460453,1.0465423151353388e-05,0.3850102516321394,7.498664256258421e-07,0.011709206860183353,302394.16936872166
