t0,a_i,m1,m2,nu0,M_ch,K,nu_max,Dt_max
88.2662,8.09882,1.12605,0.785089,5.993168126510085e-06,0.8158822509350127,2.621657147784795e-06,0.027561405667063655,382456.7363536439
5046.5,2.52666,0.304749,0.326156,1.9760809011558395e-05,0.27442760979875314,4.2649088919281186e-07,0.007977858149427041,97615.7085739335
12169.1,1.06156,0.387438,0.236106,7.21372657859082e-05,0.2617050612477226,3.940490540882729e-07,0.005869228711868971,3343.9711132816624
315.19,191.515,0.824163,0.784038,4.780891803809605e-08,0.6997486508031685,2.0297078715830565e-06,0.028169426118786083,194439634667.21826
2899.46,0.953764,0.295678,0.294467,8.240639596877456e-05,0.25687488208747994,3.8200245398374376e-07,0.007725268476639768,2418.8620660023
6066.88,0.459585,0.213725,0.243508,0.000216851763718897,0.19851513445053234,2.4861049412919306e-07,0.005424289930097578,281.5401034906413
5114.52,11.7938,0.378912,0.410789,2.1922680248050987e-06,0.3434011628469978,6.197259598851967e-07,0.010212087205415383,23640646.676224723
10302.7,0.430204,0.249108,0.26333,0.0002534848110098539,0.22294849393810084,3.0167384452270604e-07,0.006415282165758295,153.02202307697843
433.668,0.194391,0.843217,0.328759,0.0012620834502714944,0.44864874687025147,9.67625975150179e-07,0.008261033452855945,0.6557321827717938
9885.47,3.38454,0.378823,0.304017,1.3260287606726356e-05,0.29507793407365873,4.81309732239001e-07,0.007857606949836447,250616.46261425578
408.47,6.11192,1.03478,0.6578,8.603022415147279e-06,0.714587304593413,2.1019493500118083e-06,0.020497183002340772,181921.36842168355
3054.17,14.5331,0.603293,0.428086,1.8315327679328312e-06,0.44111510539517274,9.40697455914856e-07,0.01157738264434182,25154727.806369208
455.918,9.55797,0.835768,0.632855,4.097789183303636e-06,0.6319051685566061,1.71244487096562e-06,0.019568126385386214,1613713.9107942544
6616.71,17.3177,0.592372,0.179884,1.2183954578570267e-06,0.2747894006649012,4.27428406045943e-07,0.004321282008036853,164163524.83429438
10603.1,13.0718,0.444892,0.370462,1.909030886420049e-06,0.35312601771459806,6.492514791524887e-07,0.009862229758864204,32633321.447344795
