f,Om
1.2589254117941661e-05,1.177506413186621e-15
1.9952623149688786e-05,4.600111585482839e-15
3.1622776601683795e-05,2.43596350331624e-14
5.0118723362727245e-05,1.075412426795135e-13
7.943282347242821e-05,3.356329565581951e-13
0.00012589254117941674,7.689605825801331e-13
0.00019952623149688788,1.3980135783781522e-12
0.00031622776601683794,2.2371249246954898e-12
0.0005011872336272725,3.345711055887759e-12
0.0007943282347242822,4.726500540577591e-12
0.0012589254117941675,6.598803890982744e-12
0.0019952623149688807,9.287808663446486e-12
0.0031622776601683794,1.2835860020584613e-11
0.005011872336272725,1.6731498061254003e-11
0.00794328234724282,1.8271519865210645e-11
0.012589254117941675,1.6407588826458805e-11
0.019952623149688806,1.3181276541423044e-11
0.03162277660168379,7.466153736108617e-12
0.05011872336272725,5.631242890256884e-13
0.07943282347242821,1.3129652852687614e-14
0.12589254117941687,0.0
0.19952623149688786,0.0
0.31622776601683794,0.0
0.5011872336272725,0.0
0.7943282347242822,0.0
