z,T,freq_0,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,freq_11,freq_12,freq_13,freq_14,freq_15,freq_16,freq_17,freq_18,freq_19,freq_20,freq_21,freq_22,freq_23,freq_24
0.023134810165044737,0.32873946636386203,1.506755990881278,2.1383327328040163,2.65816656731271,3.40904130221162,4.366761618643488,4.955422181084742,4.6350354865929315,3.1911419407655615,2.7763831337743548,0.7081982308496394,0.19251796048332181,0.8258375833085037,0.4137488503937843,0.013658122795392656,0.005868105557949063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07187430494467824,0.986218399091586,1.6522732009573886,2.250309802441781,2.8852652526042286,3.770080542871181,4.8918850304338175,5.397612288581116,4.820912499223242,3.33372317276598,2.836374021736708,0.6650943157238576,0.20847949040538452,1.1351136547384895,0.20539468044924136,0.011536016089114951,0.007233652716449258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12427513491839126,1.6436973318193102,1.873698033837425,2.4443921453391613,3.108328501257786,4.19502723763309,5.329242932802881,5.778942327083617,5.016972845083571,3.613432944008154,2.7669148683289286,0.6592820083520566,0.2235978782386847,1.4703988246693127,0.059329585337372925,0.01123258889424398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18086131672149616,2.3011762645470344,2.054484506042462,2.693350729426525,3.51726398109896,4.665546618843786,5.941958268709492,6.26003524627369,5.066991982548708,4.019400386006807,2.680308990295906,0.676643438209583,0.27234743748399115,1.704404869770671,0.015920898361335634,0.015471909313753657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24227487537715192,2.958655197274758,2.069783245354743,2.9876230009004785,3.877823930976622,5.082223528568379,6.725314049202093,6.825737433795523,5.341529859607519,4.418599587803854,2.4882476423949034,0.6582897660045676,0.3532377578674585,1.9756062587652423,0.01517364018557657,0.007898192882018228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30931143840815545,3.6161341300024823,2.1501435263731423,3.2670265626233905,4.252813651225942,5.738173938134971,7.726314307255114,7.2888788394472,5.418514965980919,4.7678949960131405,2.136669794894564,0.6440424347998888,0.4738653594336843,2.283887547036873,0.021949254101493156,0.011270756005745973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38296965595948274,4.273613062730206,2.361966899187905,3.712181101611298,4.806142067549833,6.4414897258770845,8.656278548205014,7.919093841270682,5.535309263822836,5.116293122933653,1.9694111782464823,0.6064149731068555,0.7360248345136834,2.4427463912531264,0.019343002980182517,0.015462189262342036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4645211541610307,4.931091995457931,2.6657281321939017,4.070790997843214,5.404883350417273,7.026052054678331,9.794915451283043,8.683055001692482,5.838228028014719,5.292001674614979,1.7535732361687921,0.6007951371038727,1.1751387224800913,2.32459574572178,0.021408542828715738,0.020694289213292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5556119213672723,5.588570928185654,3.1039057611436163,4.207669928650639,6.140908541047826,8.07499508459312,10.921310388769326,9.57609120710449,6.121969597420296,5.465650255695338,1.6024146612463253,0.6087879221791619,1.8545819942781012,1.8398626773945919,0.03141818945420997,0.013963281609444388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6584131174671621,6.246049860913379,3.400170843414646,4.589545918859518,6.941014192741542,9.773632247036085,11.757747465102993,9.922915025848333,6.4250311531805515,5.449908129762894,1.4130610881428622,0.5987764124697751,2.774426936389052,0.9398470948593813,0.0291009198821381,0.018666718199857473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
