f,Om
1.0292005271944286e-05,-6.459189982435626e-17
1.0901844923851268e-05,1.5138559181451563e-15
1.1547819846894583e-05,5.127002859650106e-16
1.2232071190499324e-05,-8.415329254542791e-16
1.2956866975170189e-05,-2.033904299594852e-15
1.3724609610075625e-05,-3.4883306087631496e-15
1.4537843856076605e-05,-2.718423794241305e-15
1.539926526059492e-05,-4.0508303749060604e-15
1.6311729092278396e-05,-1.5067397954653518e-15
1.7278259805078628e-05,-1.3970759121876509e-15
1.8302061063110567e-05,-8.20860261769678e-16
1.9386526359522056e-05,3.5819069268954375e-17
2.053525026457146e-05,2.222045764907073e-15
2.1752040340195246e-05,4.39694988917503e-15
2.3040929760558447e-05,7.656224049121421e-15
2.440619068041981e-05,9.86385787524104e-15
2.5852348395621884e-05,1.3375562866437212e-14
2.738419634264361e-05,2.119920154514424e-14
2.900681198693156e-05,2.893570518243324e-14
3.072557365267446e-05,3.594142853211112e-14
3.25461783498046e-05,4.323924559313725e-14
3.447466065731491e-05,5.253039952914801e-14
3.651741272548377e-05,6.65662311260031e-14
3.868120546330525e-05,7.917370760737693e-14
4.0973210981354134e-05,9.485707985036385e-14
4.3401026364474406e-05,1.1482271319295212e-13
4.597269885308718e-05,1.3478372091901717e-13
4.8696752516586306e-05,1.571956276416485e-13
5.158221650723061e-05,1.8086066559512767e-13
5.4638654988185394e-05,2.071217314510463e-13
5.787619883491208e-05,2.356773902011896e-13
6.130557921498202e-05,2.693905106668129e-13
6.493816315762113e-05,3.066110827265929e-13
6.878599123088082e-05,3.445955751887556e-13
7.286181745132274e-05,3.8622784404826276e-13
7.717915155850126e-05,4.3019539957699137e-13
8.175230379436493e-05,4.778391987858854e-13
8.659643233600654e-05,5.286509608922366e-13
9.172759353897803e-05,5.814948302071411e-13
9.716279515771057e-05,6.356005893781317e-13
0.00010292005271944285,6.93020002046522e-13
0.00010901844923851278,7.5362918075202e-13
0.00011547819846894582,8.169638370379161e-13
0.00012232071190499324,8.802226217309589e-13
0.00012956866975170187,9.471354124047188e-13
0.00013724609610075625,1.0181212537855111e-12
0.0001453784385607662,1.0906833344650164e-12
0.0001539926526059492,1.1667259113922883e-12
0.00016311729092278397,1.244608845788191e-12
0.0001727825980507863,1.3253860425211943e-12
0.00018302061063110568,1.4095843580821413e-12
0.00019386526359522075,1.4961060677180996e-12
0.0002053525026457146,1.5867801778296073e-12
0.00021752040340195243,1.680375937297239e-12
0.00023040929760558446,1.7771543174666489e-12
0.00024406190680419814,1.8772006073264377e-12
0.0002585234839562191,1.9815182046691385e-12
0.00027384196342643616,2.0894911885429016e-12
0.0002900681198693156,2.200596232830803e-12
0.0003072557365267445,2.3170764256680328e-12
0.000325461783498046,2.4373867831864564e-12
0.00034474660657314945,2.5603481337156804e-12
0.0003651741272548377,2.68703114079547e-12
0.00038681205463305247,2.8169179112402993e-12
0.00040973210981354134,2.951695441190514e-12
0.00043401026364474403,3.0896258704023776e-12
0.00045972698853087227,3.2278954983581445e-12
0.00048696752516586315,3.3709290027223737e-12
0.0005158221650723061,3.5195181763430066e-12
0.000546386549881854,3.672780036129327e-12
0.0005787619883491209,3.828723246069758e-12
0.0006130557921498208,3.990372477531998e-12
0.0006493816315762113,4.159596370328818e-12
0.0006878599123088081,4.3355789215834656e-12
0.0007286181745132274,4.518746128157397e-12
0.0007717915155850127,4.710968904787645e-12
0.0008175230379436502,4.91141356573782e-12
0.0008659643233600654,5.119830202328231e-12
0.0009172759353897803,5.339259401917158e-12
0.0009716279515771058,5.569307090089134e-12
0.0010292005271944286,5.8075603925141756e-12
0.0010901844923851278,6.0590285507412914e-12
0.0011547819846894581,6.325302016973153e-12
0.0012232071190499312,6.604109711557118e-12
0.0012956866975170202,6.891470971579507e-12
0.0013724609610075624,7.191535102431934e-12
0.0014537843856076622,7.503588516761474e-12
0.0015399265260594918,7.832965435428808e-12
0.001631172909227838,8.178588942538988e-12
0.0017278259805078645,8.529120632090342e-12
0.0018302061063110568,8.886315591886741e-12
0.0019386526359522077,9.256345530915141e-12
0.002053525026457146,9.644615260566216e-12
0.0021752040340195225,1.0048229028529642e-11
0.0023040929760558466,1.0459256741503751e-11
0.002440619068041981,1.0875471703840014e-11
0.002585234839562191,1.1302251199166e-11
0.0027384196342643613,1.1744266879865303e-11
0.002900681198693156,1.2203336930847455e-11
0.0030725573652674483,1.2680583815748297e-11
0.0032546178349804602,1.3173563142463748e-11
0.0034474660657314946,1.3683869956973948e-11
0.003651741272548377,1.4213321196837755e-11
0.003868120546330525,1.4757759548196375e-11
0.0040973210981354174,1.5311325569405555e-11
0.00434010263644744,1.588998126294781e-11
0.004597269885308722,1.6458114899339223e-11
0.004869675251658631,1.705640596612896e-11
0.005158221650723061,1.7608570654004318e-11
0.0054638654988185455,1.8201202147573763e-11
0.005787619883491209,1.8721943842989076e-11
0.006130557921498208,1.923282254728967e-11
0.006493816315762113,1.976268844726437e-11
0.006878599123088081,2.006222521880448e-11
0.0072861817451322815,2.0459358156393507e-11
0.007717915155850128,2.082106576859853e-11
0.008175230379436502,2.08647321213427e-11
0.008659643233600654,2.109703957306229e-11
0.009172759353897803,2.109011496285025e-11
0.009716279515771068,2.0999163640268477e-11
0.010292005271944285,2.0603229389577752e-11
0.010901844923851278,2.046625057303185e-11
0.011547819846894581,2.038506403789016e-11
0.012232071190499325,2.0161967633923478e-11
0.012956866975170202,1.989192503510661e-11
0.013724609610075624,1.9247198477531228e-11
0.014537843856076621,1.900144710474357e-11
0.015399265260594921,1.8856953818039645e-11
