f,Om
0.016311729092278397,1.868310378456616e-11
0.017278259805078647,1.841035121543603e-11
0.018302061063110567,1.8016421480626004e-11
0.019386526359522076,1.7673317256911646e-11
0.02053525026457146,1.7184178210529544e-11
0.021752040340195244,1.660484659480624e-11
0.023040929760558472,1.5998993323933518e-11
0.024406190680419812,1.5149005837371528e-11
0.02585234839562191,1.4325739271150496e-11
0.02738419634264361,1.3571495622791448e-11
0.02900681198693156,1.296484893877974e-11
0.030725573652674486,1.16940438751324e-11
0.032546178349804604,1.0640573377276456e-11
0.03447466065731494,9.834845821824344e-12
0.03651741272548377,9.183321159302196e-12
0.038681205463305245,8.580716562399064e-12
0.040973210981354174,6.9034583904869395e-12
0.0434010263644744,5.011359053381111e-12
0.04597269885308723,3.6581140646015694e-12
0.04869675251658631,3.205542098922657e-12
