z,T,freq_0,freq_0_nums,freq_1,freq_1_nums,freq_2,freq_2_nums,freq_3,freq_3_nums,freq_4,freq_4_nums,freq_5,freq_5_nums,freq_6,freq_6_nums,freq_7,freq_7_nums,freq_8,freq_8_nums,freq_9,freq_9_nums,freq_10,freq_10_nums,freq_11,freq_11_nums,freq_12,freq_12_nums,freq_13,freq_13_nums,freq_14,freq_14_nums,freq_15,freq_15_nums,freq_16,freq_16_nums,freq_17,freq_17_nums,freq_18,freq_18_nums,freq_19,freq_19_nums,freq_20,freq_20_nums,freq_21,freq_21_nums,freq_22,freq_22_nums,freq_23,freq_23_nums,freq_24,freq_24_nums
0.023134810165044737,0.32873946636386203,0.0,0.0,0.7066652557942519,1.057960380070159,2.0254888994625246,3.9133780757754564,6.609998611782997,14.736223213910723,16.119881329166628,34.59262896029105,32.2642335587462,80.18494890478438,51.319951747512405,149.98089400407636,66.67944207813326,222.97096315663893,76.9772675986895,285.08701821185423,84.30023475583236,338.4474705633808,86.17521442385679,350.90197892874016,86.69847625817697,353.9385159017471,89.73806969002139,373.8713341433237,90.43265235115607,378.0173410540298,89.31068787586426,368.61025932611744,58.5413439870415,143.00262735354622,45.28778972271508,85.40957836006272,34.32187882674431,54.32275774482939,8.313296944122369,10.835894091012207,0.026526836452076343,0.024039392642785797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07187430494467824,0.986218399091586,0.0,0.0,0.30410147705215357,0.5886965245426025,2.487300992407082,4.504954953761515,6.784195777563067,14.523438636607436,17.66657761533236,37.36576573961952,35.929607176436626,90.56122366703208,56.61207731738908,166.6873087262868,72.64263564208143,243.9029437934212,83.50185061938993,311.19938801604786,90.79821754083696,364.35691319278214,92.55754642584357,375.72148279032757,93.15261060810126,379.22663673770603,96.9547482210163,404.59950889004267,97.30213149331078,406.591973545815,94.4408730979729,382.4028684306831,58.920851561135585,134.2393823630973,48.00687548699964,90.25561937897047,35.77429366240486,56.91840151377937,6.281490949629994,7.990844992826356,0.029912914612567766,0.027531746503546235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12427513491839126,1.6436973318193102,0.0,0.0,0.6018159501352138,0.9330899928207345,2.59245575307712,4.775476040788759,7.109670273886068,15.000433023909927,19.623588516116953,42.40391503187188,40.56544214354145,104.20886437482258,62.63228124513514,185.90453619985536,79.11255983904937,266.75429412450194,90.80506672408151,341.06553602940767,97.76770473557202,392.2084060652134,99.4941749120675,402.80206158712883,100.24640634196787,407.2472858922909,104.65337890714468,437.1825767377492,104.7682110098026,437.886877608104,99.072490400613,389.5819316560375,61.675719598096926,136.67793560934393,50.83456071813665,95.3342791496484,36.45572268101673,57.98057796906794,4.5593853550104555,5.699218862915429,0.033863423474456276,0.03166762360858354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18086131672149616,2.3011762645470344,0.18113131335173502,0.21765156121257634,0.4069403746462778,0.9205379993434807,1.688562056978209,3.7858920384600565,7.73429982104115,16.83366388388194,21.876762159043267,47.06144215670979,45.73621691580941,118.37407064806406,69.35647469177228,208.77010990084852,85.71672799336257,290.3358156420917,98.26121714723322,372.2928542647902,104.80017486105196,420.39074357465546,106.50582381444663,430.50563730535663,107.74666646284928,437.8940324509367,112.37330623708628,470.4291534094165,112.41761481612737,470.6493100413863,103.05297447087572,392.064935027604,65.68496980512887,145.58226846555087,53.114910710589164,99.19361749128286,36.56760470413479,58.18418183023015,2.9522969330831996,3.535088346020137,0.03850239797853653,0.0366000058624741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24227487537715192,2.958655197274758,0.2083451721825175,0.33061454941044427,0.655344921729384,1.1298103270813518,1.8936713507533554,4.1155557295163305,9.308765677095595,19.990240147648134,25.10589589787352,55.33511691565424,51.28605807032525,135.5651838555443,75.91312634152185,231.44155579295636,92.36537649298457,314.9890995279877,105.75507683250272,403.62868573697517,111.79252182574447,447.8098628265858,113.46302414901568,457.6242473330155,115.25945551917748,469.0817558277416,120.05057879598476,503.52155610859353,120.10858471963284,503.71658488857815,107.03006884284383,395.74847535242554,70.29232211008389,157.44825004341484,55.16552401200309,102.63514095373883,33.06680211264164,52.07199444844055,1.757912034742225,2.059468041564226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30931143840815545,3.6161341300024823,0.20932738148436314,0.35658184137088755,0.8870663937593176,1.1734495510630598,3.1141131944368174,6.707599356340008,10.716562209717834,22.783433064605216,28.605931103241844,62.837467831919945,57.357043598832014,154.96015841013727,82.78009155607215,255.6106348153685,99.17867759311814,340.2344009669219,113.3392083903847,435.2769951436375,118.63187714623959,473.58011059759883,120.30253700369576,483.11690414241934,122.72849665115365,499.64908514191166,127.6743207732445,535.8074097291893,127.73897055756741,536.0266592817682,110.77612128458689,396.6228294273354,75.01080585464999,170.15170251244837,56.68382185306639,105.13202280449894,25.28916651801874,38.41877836264469,1.1686795328924302,1.3714958138265703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38296965595948274,4.273613062730206,0.2837464988562595,0.43248623184162693,0.9140206593391043,1.890889144082473,3.795057213920454,7.745575202213423,11.948561121437594,23.567162429812853,32.95527176052372,72.88796155227595,63.768739322899876,176.54160814254283,89.36016922182341,278.45761719471227,105.90701493007104,366.42123767530416,120.38982466700236,463.00117576222647,125.32902071042372,497.2298461706897,126.92710827042458,506.9047190198543,130.43990297179454,532.1059688652051,135.27373970787633,567.551781632963,135.31672394254278,567.6054393581119,113.62105003813019,389.58168830914275,79.48976677107365,182.3695753502152,57.996028127040034,107.56615516242371,18.361970445723443,26.897549769495438,0.6658583066568154,0.7567663899765299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4645211541610307,4.931091995457931,0.26663316672438825,0.44828380080642444,1.5992534489747214,2.900068895815669,4.062278708577365,8.75867744669762,13.669853277474552,26.45869846692529,37.40957549016404,84.84278792499423,69.81338738753188,195.765779432182,95.5201257875187,299.1196278861238,112.88372380352189,392.4434607695058,127.39306554818931,490.3433629397852,131.8506427361515,519.3812460966316,133.4039749232036,528.9532594527435,138.56315773290342,567.3836755593495,142.82933086824693,598.6032586848102,142.79303842693182,597.9880540917692,116.19994994187871,380.46934185872914,83.82957356512293,194.68992088955673,58.71191918807017,109.03629184552247,14.502032604374545,21.411651311911147,0.5057546885826396,0.5750521731468221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5556119213672723,5.588570928185654,0.12171048550710195,0.19792692330609438,1.2690831661996198,2.4833601975476793,4.040941949664768,9.192057861011603,15.930899418334231,30.962547464366097,42.371595951839645,99.84857541082776,75.1188162722008,210.9302910953611,101.84616934170806,321.6183262902228,120.05379028961502,420.1993462865898,134.3635225591171,516.6604280302568,138.50460273324288,541.91893921433,140.01523565720615,551.6369128397436,147.35830132652038,607.2887968604878,150.5247695260443,630.0677433863837,150.40717933968455,628.7194148993277,117.46445523900033,363.6653786085396,87.29938137229777,205.0093307483382,58.51187800389488,108.93708728844457,11.107507964045123,16.365973827466334,0.07837723146883574,0.08167404853618156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6584131174671621,6.246049860913379,0.29081929032993636,0.5162510388375079,1.6178433598552344,3.044924940418012,4.571665228637224,9.866250995560717,18.805434712312756,37.25619959102231,48.077714587251734,119.65526829534899,80.89066550734447,228.7904620602117,108.36577300096943,346.2584292195009,127.42773960209539,452.6431689961565,141.18304501211776,543.8179403138338,144.98075309929015,564.8152173553045,146.49152108652711,575.4055599598684,156.32973818211548,649.6082700855793,157.9041001985986,660.4515089050308,157.24667579855134,654.4465314474883,117.75685963052595,350.4205924174305,88.37214543737876,207.1478821472212,57.04495286644457,106.71231908037403,7.016633106941666,10.129796180443043,0.09070558161832921,0.09655883072174998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
