z,freq_0,freq_0_num,freq_1,freq_1_num,freq_2,freq_2_num,freq_3,freq_3_num,freq_4,freq_4_num,freq_5,freq_5_num,freq_6,freq_6_num,freq_7,freq_7_num,freq_8,freq_8_num,freq_9,freq_9_num,freq_10,freq_10_num,freq_11,freq_11_num,freq_12,freq_12_num,freq_13,freq_13_num,freq_14,freq_14_num,freq_15,freq_15_num,freq_16,freq_16_num,freq_17,freq_17_num,freq_18,freq_18_num,freq_19,freq_19_num,freq_20,freq_20_num,freq_21,freq_21_num,freq_22,freq_22_num,freq_23,freq_23_num,freq_24,freq_24_num
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6374.979694302313,8297054769.176494,16522.634253661145,3672010880.6410336,8176.986835566784,179687758.24419942,11480.875165973323,30117180.949137032,15354.69190327406,6040573.397472255,577.9842137984012,44252.60552583446,0.741146352690963,14.199352755757525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.5279370734763,10611736106.620512,15405.236654450295,84379183728.40375,7145.152897552297,3919821422.3947287,9866.22818962051,699262475.0863087,16665.078820591465,133668801.4969911,1673.1994954663628,2530676.800096927,23.566912545787776,5766.982038005733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7867.419607166495,292341741254.8434,10040.124967955428,61704014002.02265,8407.107051887611,4957759972.713806,14097.49661224412,826735041.0608592,3565.4846023733376,36402509.090042174,98.06636828273385,162507.84147960972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.93579040551839,10547589270.239775,7980.24906355662,363167517803.82355,4802.510718735509,23648848068.83173,5901.189704920509,3310205335.647037,8856.387716473871,524116467.3629683,489.2288884857257,5032969.963204188,13.935818519841057,22128.77593340592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.3688859112592,298847108099.2285,6867.914088093272,237398990831.4425,3121.7295593510426,10654962619.189331,3564.1020510806334,1475590703.7059283,2154.227405858805,141468130.67613816,69.41274394414098,759178.0310867758,1.4920416902622677,3351.920022165517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128.8959716883,401996463552.6562,2958.251601164565,93738565469.3761,1982.4604304244667,5807551772.825142,3338.009018593061,934157585.6173801,311.96568351180923,15288175.605117122,12.612848569122168,140007.52633277752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813232321530343,3219158155.1758466,1432.5352690879959,292873673789.68427,1175.3277332843836,31051679846.97479,1031.3921592412114,2554810486.0834064,1601.8848960379019,414640891.12100714,65.83892339401245,2520225.264398003,0.3455485756299058,5066.627375507582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6257540586743,33650239306.92579,1009.3758855251014,181828731643.18915,479.2244662495346,8854150802.732359,562.0525139691789,1051248400.5289834,499.16683812756276,137543165.24671954,24.372710603237437,891090.1406474023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.3197080575179,109187249337.17766,910.9719217750179,109631639917.74168,284.21966161618997,3433061394.4939795,332.3968760444605,470004567.99373823,134.79239209062942,35892232.19878001,6.717486140115525,242115.77845033506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.69228955162455,112528169613.21193,433.1802623011239,49292789774.43974,173.16614535371457,1756547686.188691,272.0784469558382,287617245.35741574,29.92463034640607,6215258.253077518,2.0794991182992586,78904.53951637045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
