z,freq_0,freq_0_num,freq_1,freq_1_num,freq_2,freq_2_num,freq_3,freq_3_num,freq_4,freq_4_num,freq_5,freq_5_num,freq_6,freq_6_num,freq_7,freq_7_num,freq_8,freq_8_num,freq_9,freq_9_num,freq_10,freq_10_num,freq_11,freq_11_num,freq_12,freq_12_num,freq_13,freq_13_num,freq_14,freq_14_num,freq_15,freq_15_num,freq_16,freq_16_num,freq_17,freq_17_num,freq_18,freq_18_num,freq_19,freq_19_num,freq_20,freq_20_num,freq_21,freq_21_num,freq_22,freq_22_num,freq_23,freq_23_num,freq_24,freq_24_num
0.2,351.6001673780958,1075001538212152.2,701.3851026989581,719713732132727.2,2153.2724497507857,569651896307229.0,10750.443460047622,805497774104875.0,30401.576917727238,745007201939056.9,63233.66825102155,647943652362346.4,95258.77451695297,378960673944777.44,117177.42824536488,173245755947655.12,134283.68385759965,74090611335144.58,142730.96013720072,25957822001656.355,145032.4637772955,7835309796485.998,146885.08943310758,2346951211266.542,153136.5405598391,756459522878.734,153185.9862885116,221598439034.619,139129.19181359856,47830865532.458534,89602.63419619386,2557165856.5241313,71829.5519432116,390854668.5560301,48069.77487259119,52558032.652986646,3055.8330149994763,530318.7343609701,53.55184545186068,1758.734906845378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,357.4727565440167,2594007292361602.0,975.9775742960976,3502454160197165.0,3651.7304931323424,4472337619100830.5,13511.272066633364,3268751285657057.0,35652.76042121846,4105356674526440.5,61384.73008570763,2773348693700257.0,82987.32052274782,1405068785963098.8,97803.96792880181,616865180917379.9,108956.84732365204,243545572173321.4,112088.4892098674,75590406879524.61,113288.65311590765,22734618196172.586,120013.35235676623,7829173607688.96,121949.23879758388,2384009583182.507,121807.67433894685,695338539325.1417,94098.24706762345,75864437093.35675,69887.48437255461,8762979586.524408,45894.936174187904,973953739.5509443,7776.447623956728,29040157.284946613,66.35312502853182,36792.974716970675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,444.0008737629902,4402821151335777.0,948.488094750397,4781943079000396.0,3505.1657247677817,4643099967528770.0,12667.857651900755,5013376041236977.0,28688.394411841477,5135042260399779.0,47181.42958885373,3308019668826205.5,60117.78791724311,1581971474143393.5,69796.37825783649,668198847369419.5,74501.12462319741,228653727051189.1,76330.27591753268,70081947852800.46,78371.70207181663,21811408114144.97,83100.11844292191,7468308303390.161,83175.25426343962,2188657665190.2576,79181.17950510948,541929537101.51874,56883.20242007357,52568004604.44027,39734.61682324815,6272505619.59215,15312.595068869581,418579677.6334573,386.8047145566909,1839174.834334862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,135.59516389871192,1589537764272683.8,507.5358300743075,2594305941684974.0,3561.0335892402645,4004931277164770.0,9349.856779685702,5119031007542057.0,19204.549813976068,4094639682102185.5,29295.17999247995,2522483994276310.5,35329.31957953219,1074711288298894.8,40406.41706060914,437248248665738.6,42352.03352730176,140365430564863.8,43184.43425539335,43107062874081.34,45553.18075332342,14157438382962.797,47241.08379767167,4477186195271.465,47287.0090135435,1310887349198.579,42754.39303416581,273745430614.35754,30715.67711832513,29802234273.47826,19424.598746958094,3193242268.786776,1584.6811676299071,40197379.47392797,28.78861197820707,112825.21841156078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,70.55953822707907,1469839055966391.2,531.2970897735473,2521849788008227.5,2119.6646642535393,2852762629435114.5,5979.985066212016,3368004103922719.0,11306.11967196605,2697519790331616.5,15263.156582279964,1347764807185408.0,18050.57630871648,560773203980466.5,20056.66045134515,210698728162660.88,20933.93118379726,67070690413399.055,21373.21745283455,20750884415078.22,23383.359672849074,7286626486965.931,23468.827036547224,2150198560076.2146,23427.7940840237,622868573750.4343,17996.252388220517,78853565204.07617,14276.481548208218,12362283608.947859,8062.561963213231,1338010474.6367288,341.7253190841678,8766710.91091924,9.20490132878393,40010.80669396719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,124.58833041554573,2178751890520863.2,299.27123230013694,1249596828448809.2,1349.0543645602568,1993126395595731.0,3383.5752822462105,2089570211581527.8,5895.388828750085,1449190981360312.8,7342.3509041960715,618333222530105.8,8677.989191792893,259028804078760.6,9357.285733714563,89532511147039.92,9743.341512395766,28770838117286.934,10091.565517858242,9242280573387.963,10948.797783455875,3199919792628.4507,10973.421320992516,939104926094.3077,10779.417987506671,256912513311.9763,8269.62636298247,31798969190.526672,6248.321044139046,4824907463.917414,1520.714346721325,204148598.7850598,65.91762407750507,1606678.522940557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,56.35241281132531,979256139574833.6,319.05713674812745,1243778808118144.8,841.2567018975035,1303801465255604.0,1833.5121021665202,1140796215145968.8,2877.8744654942343,678079414695780.0,3455.4857595951394,260736387900298.22,4100.768734180956,110882451462360.4,4379.551233370898,37520256359284.67,4503.289339369306,11898521399127.766,4733.856238738161,3982930127576.8647,5085.512857288062,1365185765851.1672,5097.291302018078,400248400535.5821,4943.76978099865,103960450518.24838,3824.836503025872,13127751546.941727,2736.0317406443646,1960067881.695181,169.21732088751688,16306954.957521802,15.642613876211762,380342.6068313211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.779430179703066,415402308467860.8,164.33558415680048,684731712038214.5,509.4079016583804,772234596949686.4,990.6039746337225,590011440566771.1,1369.8575281161316,283549925852307.8,1706.9740428071116,116535661469578.17,1984.592608355933,48215752667340.76,2107.3172126078043,16174479990564.057,2154.37720493902,5112286458432.805,2342.104325911027,1860341743515.6401,2433.4972971594834,595490806527.255,2441.636870380688,174441219972.73593,2283.4648978441965,40147060967.796005,1828.5016497067163,5765165620.108791,1162.8798846539773,778361027.1558007,66.34829588969367,6149016.37496346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,27.523076864613717,360383390149037.8,99.81884115943765,419918790237280.25,294.53294076617345,460613337208438.06,541.3153699012076,311766303423250.8,708.0911612681383,132051797822744.22,867.877203311531,55946751710206.54,990.9575109598744,21699244095777.266,1047.4322716150245,7260601355733.7,1069.4647804525425,2293690499370.7363,1194.9600814310536,898310989730.4457,1201.785498006078,265829834298.89032,1203.5215840735555,76928974805.64735,983.5820114879174,11254486608.931587,882.0222734053981,2536756210.8139243,477.3205430835986,294481502.3187738,24.063886289039843,2098317.8842185694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8000000000000003,14.119118314526352,182595761650841.38,65.3162773980734,286177044991965.7,167.26425021030084,248668818788779.47,296.10147526611513,162801636252139.62,371.59982722968687,66577759788660.734,461.64208435804636,28238592803431.832,512.6396837433409,10201134354667.436,539.1403931722228,3338212247185.1367,549.6213279934695,1054739392700.137,611.4381862930242,411769808970.9021,612.6411419549344,120947564037.66876,609.0432070100475,33800741875.649635,511.9306768233889,5417201974.264574,441.6825199349872,1162032252.800404,139.33099626198478,72154217.17006153,8.804410548672214,692338.897683665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
