z,freq_0,freq_0_num,freq_1,freq_1_num,freq_2,freq_2_num,freq_3,freq_3_num,freq_4,freq_4_num,freq_5,freq_5_num,freq_6,freq_6_num,freq_7,freq_7_num,freq_8,freq_8_num,freq_9,freq_9_num,freq_10,freq_10_num,freq_11,freq_11_num,freq_12,freq_12_num,freq_13,freq_13_num,freq_14,freq_14_num,freq_15,freq_15_num,freq_16,freq_16_num,freq_17,freq_17_num,freq_18,freq_18_num,freq_19,freq_19_num,freq_20,freq_20_num,freq_21,freq_21_num,freq_22,freq_22_num,freq_23,freq_23_num,freq_24,freq_24_num,freq_25,freq_25_num,freq_26,freq_26_num,freq_27,freq_27_num,freq_28,freq_28_num,freq_29,freq_29_num,freq_30,freq_30_num,freq_31,freq_31_num,freq_32,freq_32_num,freq_33,freq_33_num,freq_34,freq_34_num,freq_35,freq_35_num,freq_36,freq_36_num,freq_37,freq_37_num,freq_38,freq_38_num,freq_39,freq_39_num,freq_40,freq_40_num,freq_41,freq_41_num,freq_42,freq_42_num,freq_43,freq_43_num,freq_44,freq_44_num,freq_45,freq_45_num,freq_46,freq_46_num,freq_47,freq_47_num,freq_48,freq_48_num,freq_49,freq_49_num
2.7,1093.9253223249223,550721690846386.8,1125.6353912431532,653889434917181.5,833.8670386391145,591659615986024.5,546.9110247455386,515765574506022.56,437.6903780517222,398261526338816.25,378.2774904131197,279324790511862.03,348.5543338595469,170686336456719.38,236.2322550821516,80218786927099.47,163.83861355629497,31280154953464.086,110.85076657823573,14242008648465.32,103.77839171760738,8892873902723.01,97.35751547250563,5698973145110.538,40.2062487043142,1462380683574.9312,38.321221930655256,679844495833.809,24.6540299703926,274645839294.8907,14.648125372570858,116631852362.10347,11.236919923767205,50180228766.402794,34.956611422910235,72798937179.81123,82.00581851194765,89200537090.14653,0.6381537364123997,580361665.0862738,1.2576903138596718,127621178.24001452,2.4456875832488736,45814101.181586415,0.6629322487872658,6773455.1391941095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9000000000000004,977.960255445455,464821061284539.56,992.1548684937821,553036615071873.06,678.5618798226449,471608067047265.25,430.75459991820065,405169756057786.7,357.50010382965974,307456042400368.75,301.5153371655317,199937870182715.7,264.4905519651456,128414238040730.16,163.32292260327975,49019963918493.375,118.30263490723232,19855745999896.355,82.88406486892784,9672445839923.467,69.87049432280905,6086265785194.094,54.61558440501713,2764450253880.757,26.59688164296913,878967196412.8129,25.01024135650248,417269859036.10486,14.392188011826855,185368232102.24512,9.03573376749974,80767200727.3739,12.666714203049581,52842351133.5606,25.23579364507443,47431276258.81988,52.20186898887652,58715841309.649506,0.5228389887551863,420950640.84380585,1.5823155440775927,170343702.368897,0.29483915593956983,13194070.278742187,0.9689772214396084,10797774.968994798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,834.5877575577468,367438182675895.7,1007.9553471452373,473241091712336.4,613.6320366887643,396828674281472.3,378.70116943938245,332743109213697.4,293.6558395219307,230391617265850.75,227.34097254034907,139275993321673.12,190.70727357431102,83813886397469.17,105.28551644549314,27952983612878.676,80.57781214440071,13471008194468.816,55.617890168257865,6251932033061.465,50.36170877752775,4231698932915.263,29.89260283930572,1454401354001.6353,20.239017067706726,561721481274.1511,18.315954672894843,300612263911.6668,5.912698947974562,93998091425.75848,3.4513782988522363,27209674337.768642,11.534253814368636,45749808105.98922,25.220071212786493,45394000095.30661,24.6565238962802,27947727681.319294,0.48695345912294025,416917035.119013,0.8723081121086644,98072873.25360683,0.42417460263792395,20541179.33870283,1.0772058861281621,13009687.270905798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3000000000000003,657.4721022087684,284604881927251.4,833.5382992055548,353195034243048.2,605.9045414438364,324589429712785.5,302.2888336262129,232282189586092.3,237.31748938495284,169574014917067.4,183.93666516236482,92999387893456.36,144.2933695980154,53533699430881.914,68.17354383744858,16874756493442.871,50.861583540093406,8228416930475.941,48.95209518492425,4727124861604.707,36.946605856715145,2925982467848.976,19.75838658338842,842568937494.1755,12.861266485039941,320690393697.8853,11.02067827861571,190263739715.7859,4.677503853503457,62685111936.379875,2.916692007264731,22055440270.04524,8.509786762474631,33679736150.183613,23.982475834776945,42913249723.14033,9.111434367041182,9762694087.809084,0.2795784981740914,129068817.35008071,1.0310479496811134,107351469.28528051,0.4671547900288172,24351447.973284293,1.0731811763714307,13971734.266902443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,626.5705051127231,239556631968620.94,624.0403776703215,255732781390310.47,483.33776338174846,249624512747950.06,253.61549619260452,177384933478676.7,198.5881073465401,119072103200245.95,150.88658563113682,67332947817685.47,89.00449877950027,31539197044038.78,49.82962153092682,11168166371690.064,34.104897575702246,5381827949280.84,33.94535861444059,3331700784968.303,26.522163870764405,2035569783067.4592,12.765607795598427,440309257251.07025,8.6889643722345,238754477885.78568,7.08790009697399,106269064086.93883,3.5793908824170653,40737654459.49791,2.4659328030570733,18909237615.987007,6.596603531641364,22472047665.34344,21.317365427908282,38142261023.41393,1.2054735827966887,673938968.040616,0.30866532638331207,47499868.73523024,0.747472549446254,23415897.2122388,0.5609140789094458,27524953.681544214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7,559.1747244357351,206917660591003.9,459.936965390374,190191195405146.0,367.3003789525545,177790506687347.03,230.2012906937119,139341160531049.55,156.78072598108415,77703363156199.27,106.33448890452216,48029088153196.12,57.78631369219079,18419066234305.266,38.093293313889156,8023050208991.876,24.19298550969409,3451615542189.8315,25.102201598369188,2285478953548.4185,19.702880844354606,1477130333921.8835,8.033890700116851,290294876879.18445,7.568515115899321,190374662070.845,5.0870977113789895,75731649556.02013,2.6767765269839257,30311445727.269955,1.8878846214856533,13390727359.68859,4.6434553326265595,14298716606.939,16.59518497583207,30729871526.217827,0.0870500551797222,107743219.61057083,0.3815262216683484,68567956.38671035,0.7640105375275978,26411171.74607586,0.22206704008810552,4077930.6558371377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9000000000000004,544.8516012843784,171513936231749.78,405.9644236998294,151217814736037.03,323.29623237977734,137694788567059.67,186.497887480047,98761632463727.53,116.2108018595847,55205235969656.2,79.5844402360007,35233596665435.7,36.727105860981816,12212829830000.553,28.168567987724686,6073657908179.153,20.11323225741185,2614935318066.541,15.615471902894356,1473802779856.348,12.065176761846226,779743171638.8906,5.206648409347725,189520052245.05914,4.9312454466476465,99869703829.21384,2.5192820319164255,44830954414.34887,1.420795306039115,17231417854.27065,1.5872956408035415,10482630063.645773,3.7350500154970576,10501429855.984512,10.980144807100558,20259965721.753433,0.07053613588979443,75068503.70576245,0.4427469860873451,81130806.40518028,0.07929119169169459,6193933.64081719,0.28283944319256904,5501513.582498543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1000000000000005,495.2197465694638,141003682164202.5,405.4889741678045,121048035561352.75,292.742505764917,107763331926686.1,154.83098371538568,72091466324016.16,84.77198093024192,40593939175665.14,56.32054155510921,23696115723865.555,27.715164387934113,8247756763016.386,21.060478696516267,4374481126640.3745,13.590344525879283,1788612960211.0864,12.149102681094229,1030212784901.6897,8.625207757054236,480470974278.6942,4.079528346595385,107080100272.3384,3.719598893583556,69860292537.97784,1.1942363400698701,16543054815.524715,0.7594275220630162,8652983647.348818,1.2158989418000028,6928138924.932936,3.747997307492562,10092785538.741957,5.527031073495816,9857076074.836494,0.04947097585320612,46367947.90517428,0.5242604614138684,89468171.23056138,0.1082470155835292,8919469.749995595,0.3054315091706887,6274311.93463378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,403.6356262761945,102923642173653.88,341.2522237878644,93262973677069.98,248.03598079694515,77537164192563.92,125.63630998940545,50875498171146.55,60.477975014198165,29285911043667.742,37.66328796015576,15748011032079.914,18.142267620883178,5090807738967.139,15.730526916701189,3084207786513.513,11.74908452028472,1475321036632.4258,9.088313347670217,732245667411.916,4.494847065503951,267022366142.57214,2.523996745374419,70403395234.94144,2.602885886667848,44773991067.60651,0.6171452370673195,9492201908.974995,0.4791603257246273,5104707620.373828,1.039184576367149,4776741779.9120035,3.820158123812082,9611807090.287056,2.844128311253487,4907393705.751353,0.03301615555902744,6830106.096789676,0.2615262580779435,43861977.68226272,0.11994095560751401,10398189.75340011,0.30540098050336356,6608398.741209767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,334.0800822362575,78136681329185.0,286.26013659289293,71467772947743.16,198.08406528448106,53846362053557.35,83.74032980326528,35019080037997.223,46.50093138948429,21772895986545.023,28.478586938435093,10791538946777.746,14.34524344539612,3844417769325.9907,8.903848743231396,1990018125172.4001,10.861479403138507,1239788336353.458,7.41958983119152,629916098574.8435,3.186710008655747,122991246535.54185,1.947312434955801,46086361211.69141,1.539895355371908,26673561708.873375,0.49073531116460534,6351638142.256548,0.30129376733455704,2831392158.941886,0.536510826056789,2883168745.506484,3.4608447455594,8680086070.227615,0.8005357053551899,1123088073.9975781,0.06189284379453361,13411708.20954895,0.27757667885437887,44468939.70370929,0.12134356961239096,11042729.142250126,0.29254486597925194,6652320.720855464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
