t0,a_i,m1,m2,nu0,M_ch,K,nu_max,Dt_max
226.917,2.82616,0.857937,0.748404,2.6654264177560798e-05,0.697248116694876,2.0176337603903268e-06,0.02578795613147275,9290.132428013952
6305.17,0.318131,0.288349,0.276268,0.0004184185525358294,0.2456963076761627,3.546999573923541e-07,0.007179304385738765,34.18718519068163
345.086,2.41902,1.23989,0.734696,3.731829399820149e-05,0.8252761395181453,2.6721586211144136e-06,0.024339885897273098,2859.269600576669
3860.79,1.16329,0.591036,0.332862,7.654608175830399e-05,0.38300292114802975,7.433617837854348e-07,0.008501585126727088,1513.2561446133689
2505.43,0.589721,0.550097,0.316362,0.00020537475683089643,0.3604330027372166,6.717963959261667e-07,0.008037799926427159,120.46318463767547
8208.83,5.83057,0.435815,0.471816,6.761313658455241e-06,0.39469628507486987,7.815710859175936e-07,0.01207779460429279,930088.0522531235
2266.32,0.538648,0.33149,0.597502,0.00024360789169276684,0.3841346488338689,7.47026296609584e-07,0.00845543156997537,68.71138895224472
12766.8,0.389587,0.25556,0.265947,0.0002967333296088043,0.22694507196802302,3.1074061011078797e-07,0.006602261514816933,97.59396666003472
2064.99,5.48604,0.546992,0.621429,8.405318329323867e-06,0.5073452794378931,1.1876891603394653e-06,0.016110830877191902,342553.33814769523
935.487,1.36566,0.682556,0.583641,7.044978952760236e-05,0.5491237060401232,1.3551282777213448e-06,0.017576806121347714,1035.7358037230529
1478.39,1.18473,0.605879,0.548578,8.325354697589429e-05,0.5017634465220958,1.1659907881907058e-06,0.016212876494209195,771.1508206725989
1464.67,0.714053,0.407813,0.561599,0.00016304274071458783,0.4155571476993992,8.516242396747219e-07,0.01093518064815333,175.86699030449225
10393.8,9.84022,0.457237,0.4714,3.1193113329526054e-06,0.40415631602292895,8.130408564438464e-07,0.01287272576623815,7035686.421527197
653.745,0.686072,0.743573,0.665393,0.0002087077890288865,0.6121544360268312,1.6241710109175863e-06,0.021382589636337494,47.73519590064259
3377.5,0.935499,0.371914,0.353926,9.408023664824067e-05,0.31582377277033835,5.390198784402143e-07,0.009460570290444194,1204.0363603983599
11768.7,31.5175,0.473014,0.517786,5.620931597812255e-07,0.43074215808581207,9.041192561678904e-07,0.01336295554294577,610746405.9799612
201.427,1.10975,1.14895,0.689356,0.000115881501927151,0.7697740257049183,2.379407580752159e-06,0.021966267123955427,156.45949528445962
8894.6,1.5626,0.365674,0.40033,4.4769962683889505e-05,0.333012951133882,5.887965991226501e-07,0.009788980371991449,7985.680742803489
779.69,0.644467,0.797327,0.655228,0.00023275992585935888,0.6286238211366278,1.6976499436248838e-06,0.020741484275066235,34.143077300067176
4822.74,1.63628,0.56656,0.345366,4.558650628752641e-05,0.3827572048609404,7.425671117195066e-07,0.008904057087722109,6034.0545582602845
4523.99,0.767534,0.327144,0.334319,0.00012085073261085779,0.28789816707206334,4.6194994482533714e-07,0.008671797294853791,720.516950764177
1313.95,1.87699,0.616994,0.556997,4.210002843093035e-05,0.5102080711324597,1.1988797572506062e-06,0.016548782527057673,4620.75975664512
