f,Om
1.2589254117941661e-05,7.139934918808594e-15
1.9952623149688786e-05,1.4078781401574716e-14
3.1622776601683795e-05,3.7429480583479426e-14
5.011872336272725e-05,1.5043256507670735e-13
7.943282347242822e-05,4.4775648991042995e-13
0.00012589254117941674,9.16755307592697e-13
0.00019952623149688788,1.5439931302384094e-12
0.00031622776601683794,2.3703233673173778e-12
0.0005011872336272725,3.4287125427491974e-12
0.0007943282347242822,4.792794757007417e-12
0.0012589254117941675,6.719460096836743e-12
0.0019952623149688807,9.403983367714485e-12
0.0031622776601683794,1.2891593751238226e-11
0.005011872336272725,1.7391197302628134e-11
0.00794328234724282,2.0209506588315408e-11
0.012589254117941675,1.9683906193687387e-11
0.01995262314968881,1.7410994056435673e-11
0.03162277660168379,1.1745633771843584e-11
0.05011872336272725,3.652863710767991e-12
0.07943282347242822,1.606158394468554e-13
0.12589254117941687,2.47010895935515e-16
0.1995262314968879,0.0
0.31622776601683794,0.0
0.5011872336272725,0.0
0.7943282347242822,0.0
