z,T,freq_0,freq_0_num,freq_1,freq_1_num,freq_2,freq_2_num,freq_3,freq_3_num,freq_4,freq_4_num,freq_5,freq_5_num,freq_6,freq_6_num,freq_7,freq_7_num,freq_8,freq_8_num,freq_9,freq_9_num,freq_10,freq_10_num,freq_11,freq_11_num,freq_12,freq_12_num,freq_13,freq_13_num,freq_14,freq_14_num,freq_15,freq_15_num,freq_16,freq_16_num,freq_17,freq_17_num,freq_18,freq_18_num,freq_19,freq_19_num,freq_20,freq_20_num,freq_21,freq_21_num,freq_22,freq_22_num,freq_23,freq_23_num,freq_24,freq_24_num,freq_25,freq_25_num,freq_26,freq_26_num,freq_27,freq_27_num,freq_28,freq_28_num,freq_29,freq_29_num,freq_30,freq_30_num,freq_31,freq_31_num,freq_32,freq_32_num,freq_33,freq_33_num,freq_34,freq_34_num,freq_35,freq_35_num,freq_36,freq_36_num,freq_37,freq_37_num,freq_38,freq_38_num,freq_39,freq_39_num,freq_40,freq_40_num,freq_41,freq_41_num,freq_42,freq_42_num,freq_43,freq_43_num,freq_44,freq_44_num,freq_45,freq_45_num,freq_46,freq_46_num,freq_47,freq_47_num,freq_48,freq_48_num,freq_49,freq_49_num
0.023134810847050154,328.73946636386205,0.028909020216512787,409844350542.1123,0.05291490245995817,429641411961.3504,0.11670268938335636,492958639351.57733,0.26945996291044944,540108136538.96423,0.36719317580562616,578862126125.8958,0.6892614510487378,663091805829.555,0.9739479273731328,573448474375.9152,1.374011976756732,493785510930.7793,1.6798965351277428,422407928810.3462,2.1334758042981115,303224537367.6775,2.3121583784600706,204082670026.42987,2.171311568419547,113238800259.53743,2.2987453393345247,78460739293.42892,1.8607776114294332,42923154323.517456,1.5249527886926304,22112074634.72191,1.3825784022739693,13154939673.212135,1.4728448828005498,8810343906.970234,0.8160936389566535,2846602528.0217147,0.3827450043176863,797847857.1599319,0.22308803771645344,145697589.45528862,0.09692231061023956,28045707.267972462,0.052147276697430606,13501785.676510403,0.264718363127112,21057138.099317,0.5849708262303528,41088903.33776194,0.3468450692381885,10807457.21626022,0.005548233617457545,64414.55658842357,0.008495073394861646,11401.735472522543,0.0019307898255553862,1128.6153242637188,0.004465772925678199,650.8913248867079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07187430628780886,986.2183990915862,0.0379273624085105,4242692782130.733,0.06892453273663958,4326592280961.629,0.1449660193919263,4809065525869.334,0.343884096236068,5734400855230.807,0.42963155545571635,5962107734223.944,0.8291031736826959,6791032436339.755,1.145269791392894,5798248559962.486,1.5527911217107366,4864860558739.742,1.9661924328634721,4101282145193.62,2.3843331797398073,2929775137546.9053,2.5625293060862435,1956769633960.5747,2.2968502051175093,977674263542.5253,2.392953866064184,718061821192.9172,2.024425465066733,438302618784.90564,1.53351334701863,199244851413.63156,1.5808155443971796,125645679993.77821,1.5823289125994362,82791273256.2664,0.814272983777835,26390654529.315327,0.35286082494132054,6703366247.535567,0.19754135161425943,985850104.658465,0.11386489265684042,330380654.4977937,0.052881398717617864,113078538.39313795,0.41885988811299074,342169595.88265175,0.7398251854535368,451203410.43636626,0.1765494412431491,44246171.00557796,0.003012614146183093,260014.18903323458,0.006748727368661574,90122.68836161256,0.003125158041029145,17548.393041795076,0.0063953835768975915,8966.953204405396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12427513622958618,1643.6973318193102,0.04540273256960903,13048197843003.1,0.08241888348839435,13406143052242.078,0.17217310370030633,14980838680326.668,0.4068721211494823,18887802362963.277,0.5449910083412938,18304091946542.598,0.9095037897944831,19875199657591.023,1.3017721765906347,17874547022944.902,1.7452547555119113,14955947017714.977,2.1613593181705784,11155325375447.414,2.6971212353657705,8866258142497.094,2.7303279919377546,5524187269170.807,2.568612644426742,3044606660125.345,2.498610753072538,2011566542016.6094,1.980701409660322,1091165882334.8967,1.6430845460230539,587694714862.3348,1.6691239465698704,358866923097.5346,1.5654658784664013,218475748549.3456,0.8289767032071573,74027191959.89107,0.357666336277143,15374996933.784567,0.1847764595722863,2298866467.167003,0.12267628505898352,1057313524.0017163,0.07434893962785082,337423500.1763438,0.5887084756761167,1541083322.5796688,0.9148535975922694,1485513587.1837595,0.048987161225081045,45639860.3188187,0.002647981841349744,124301.5107206611,0.006266928922328899,58692.18437660954,0.005242504833755608,79854.54691773049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18086131904198985,2301.1762645470344,0.055561494432262264,27734128472647.895,0.09619153721047588,30601292011896.215,0.23632999688068054,33243279445398.746,0.4155419039809932,39599732456969.49,0.7372357316009988,42340232609544.1,1.0953556043803137,42464860112788.38,1.5345110484892275,37884553989776.516,1.8635785683886144,31857862122302.19,2.3998330792845324,23640370002976.656,3.109629431103701,19269131282894.453,2.948152040503605,11754482085947.842,2.849266045829328,6380845913208.583,2.475662028725912,3837944601125.306,2.074934989683673,2185228485202.752,1.8563175869864508,1310330014422.5237,1.8913228780596374,824661151070.8724,1.5489504528648546,398345743811.1036,0.7546689313071363,134680578290.94554,0.3853402111839007,26065394352.697197,0.20624363542782345,5154658339.641184,0.13911384070314184,2184042204.741823,0.13751585193320795,922501915.4965286,0.6808298390586287,4014232149.9115477,0.9297378402932711,2761864512.5348487,0.009322483013287669,15710692.296520926,0.00526202139922047,599672.41036867,0.009474330480529498,194405.36747890862,0.0027932389223990165,30236.46238012655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24227487685581683,2958.6551972747584,0.056543741002315996,46608843423350.57,0.12261475262587403,56866607492610.21,0.3224205811097474,67118452182979.484,0.4405139425425609,69908237975175.79,0.8760606814411575,82660219389576.8,1.296001080740578,75175727371145.31,1.7642477049442296,63907720206758.49,2.092874926369278,55096152699631.65,2.7602619374372863,42205053122363.66,3.4847508761198718,34412693113882.633,3.188852127465427,18268044021806.17,3.218266594565204,11787922838611.86,2.6931167707544135,6830623659510.7705,2.1251129024472633,3279118167760.075,2.0558865141078786,2316294645860.7354,2.099565222503415,1530208755346.6003,1.4542644136427139,614122801988.1475,0.6159619172654308,161036688626.39264,0.3776067669470472,38908797949.7086,0.17914391770834992,6621712975.418008,0.1328913807904352,3817005612.5797997,0.3090915608241441,3417693870.702454,0.8642229894277721,8586786717.257255,0.7969332179803943,3850210331.5821915,0.007251541670136049,11092418.756774873,0.009702182905445741,1863659.963392756,0.0019537444564018455,150513.44853158828,0.00544428965718615,104465.25432578058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3093114408547175,3616.1341300024824,0.07241586193072595,76844594980645.14,0.16105092494515508,94139956098220.7,0.38347681358269703,121130873100098.2,0.4908131290510918,111263549666352.23,1.0601751986481618,144703046477307.88,1.553821206549893,122839991153219.0,2.1807630417211756,101390822677704.73,2.613636604654888,92567607014923.83,3.378193487872329,72916500980706.36,3.587824294368476,49668166354363.62,3.339810730402761,26927764050034.75,3.309049785703791,16389219779060.15,2.697585051833645,10050165705080.44,2.188152897643628,4807197833387.033,2.222195257421326,3661097688165.545,2.2062958581338474,2198413659676.7148,1.2234389905859573,757667420472.0573,0.5274023234968837,183034466989.37863,0.3714772819112483,45088582198.698296,0.17193209248949085,11105702808.121008,0.09443701534460017,5939193956.179923,0.5879437954121616,10332040554.690977,1.1962687967301326,17635813989.855667,0.491020278237114,3031954576.4051895,0.011361658867675019,27079542.79550451,0.008402682716857585,2672479.3119114796,0.004000523246786683,494752.41535296,0.008752903990825614,270047.3148351699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38296965930079163,4273.613062730206,0.08856622067796055,117412841594925.92,0.19628818169168824,146681269509981.56,0.4816779285520042,196155250535280.62,0.6345963427832346,180304726674911.66,1.2197805077808979,221888904411777.22,1.7494642997757912,195062754360241.1,2.500033582687634,160813735127730.06,3.0851664187104544,137523692329135.66,3.8466015393369704,114669573250552.52,3.9775578348516127,75172563202058.16,3.649325552456327,37375111822604.14,3.5903126438709596,24301017141734.863,2.722381418176356,13317399878112.457,2.2717812941184916,7395683853663.9375,2.4408760758553747,5005412381635.695,2.180202397825821,2771363255601.253,1.1512114184924465,953249123775.8438,0.5167558594694108,205185787561.62366,0.3311051840670908,53718331251.92998,0.2114276335427698,21489129571.990406,0.10179835604726985,5644163309.136683,0.9189431874728117,26203105968.300602,1.5185608918347464,29547389900.410213,0.19000666188339757,1733398600.465342,0.007032243666201847,18266830.084609535,0.014431031599328882,6159358.121171815,0.00658523090026375,1227534.6634334675,0.012893878072679018,600593.8831701602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46452115771308106,4931.09199545793,0.11117167808267978,181309382560676.38,0.26438220449978594,222900866462079.38,0.5268128255305827,287890333401278.2,0.9111120433764199,305623811338952.4,1.5165183002207074,318141792520587.6,2.1192486920971194,277328447646612.8,2.615174445780682,229832069849759.7,3.4112533981988697,194912260597081.28,4.504796480754271,171888794015401.25,4.350671131518732,101539775518757.19,4.116650751658179,52511861052225.14,3.551341803462532,32799495481786.215,2.864635037791078,17433177111365.398,2.511950659358322,10878551410540.613,2.5452151559509346,6953729565359.854,2.284022309880568,3644240742414.781,0.9993382445516865,946467031564.3156,0.5692776122494067,230343425156.1429,0.3142299984991394,55465800823.65859,0.23294909713169404,32579586201.755604,0.19254260381890453,11244259990.222305,1.199479648695241,51715390611.16048,1.670988626777802,40631496652.7326,0.02974846531406706,591861894.4801757,0.007525876927512975,6410540.910789286,0.013971036012338196,2107407.6992123825,0.013434698821753676,2950086.2597175497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5556119295735696,5588.570928185655,0.14095725989803426,276422576026086.2,0.3851642098657277,355124006590345.8,0.5139979923892571,361299582671500.2,1.1276635486115505,475785593787315.8,1.8792061124822723,443334475804094.6,2.52395928443552,365828979260838.6,3.108098824156624,340656563374378.7,4.033847138784881,266736523817031.94,5.17458141528628,236899718996605.3,4.749468498932639,128694910056310.61,4.782022925162936,76355720061041.72,3.828735682678183,44690721895716.71,2.948970941818187,20494890243609.62,2.725374222919114,14436875480338.6,2.717254315106463,9246472578280.88,2.034915935528405,4096181184561.9526,0.8767058123728092,954939966917.1134,0.5696816772716871,255730808657.39453,0.3127993278771475,63383177089.27391,0.23415109529153472,40546849141.95177,0.48680962084784396,31410530835.011406,1.3746482809770852,80836166333.688,1.473862270549461,42544109309.74536,0.012005306985745862,110854907.97619243,0.015318643051724538,18071007.178121958,0.0030006841446861246,1392983.8471198962,0.008696059874672065,1005312.014572701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6584131213808755,6246.049860913379,0.19830323823467846,379006110518870.0,0.46200225016582974,523021691326769.75,0.6382582907831286,514499971401300.8,1.395324990014548,704255155005431.2,2.313712294582714,620725104092785.2,3.24528741414238,472819749710094.7,3.9253691318526136,483107522191930.8,5.094876821891089,412653449147921.94,5.572937303587885,294825697835275.75,5.14628494111544,160539462050046.66,5.022165689484079,94783569606345.44,3.7297531159463517,51090257718280.05,3.091094311209429,26014915833095.82,2.944471479588433,17904332619909.7,2.850133226074124,10635820391430.287,1.656358846147202,3799914246753.713,0.6961116949158238,725941395292.7631,0.5523850615875204,211831351159.5336,0.30999745954534635,101079092716.54437,0.17095609639615894,54095915925.88182,0.9777564071331406,78183583689.30403,1.9204604861740673,133796297960.26419,0.799342558413804,25193115033.459038,0.020735672742094417,248997053.5068632,0.015172413427436485,24290655.340228826,0.007174174097037392,4529186.139311472,0.015381515523328481,2422948.815719618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
