z,T,freq_0,freq_0_num,freq_1,freq_1_num,freq_2,freq_2_num,freq_3,freq_3_num,freq_4,freq_4_num,freq_5,freq_5_num,freq_6,freq_6_num,freq_7,freq_7_num,freq_8,freq_8_num,freq_9,freq_9_num,freq_10,freq_10_num,freq_11,freq_11_num,freq_12,freq_12_num,freq_13,freq_13_num,freq_14,freq_14_num,freq_15,freq_15_num,freq_16,freq_16_num,freq_17,freq_17_num,freq_18,freq_18_num,freq_19,freq_19_num,freq_20,freq_20_num,freq_21,freq_21_num,freq_22,freq_22_num,freq_23,freq_23_num,freq_24,freq_24_num
0.023134810847050154,328.73946636386205,0.0,0.0,0.009488165582010636,29847030172.955494,0.09044470538666811,100338226438.02333,0.851117908890778,344705140393.0991,1.4812101432843299,281779591468.5012,0.5384355415079521,125972045958.10007,0.2809237974172759,20672290273.129463,0.08747381051189734,2585491834.538879,0.024667475884021343,335179503.45835185,0.003851620926921804,16225915.478164528,0.01770436831030044,7798282.317186925,0.0,0.0,0.0,0.0,0.0013947339715085828,29988.186383957487,0.1455122888828316,1147119.9022190808,5.292845580692932,8486742.873649718,2.0762814206533506,383245.0042733502,2.755543177649893,67018.76757067861,7.831571060412276,21250.417667469792,1.2422623815624623,638.7515533210169,0.0054178788680971784,0.4635727209081396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07187430628780886,986.2183990915862,0.0,0.0,0.006092334672657089,180485955616.09787,0.12095634097581706,1210398370058.3967,0.963100919951964,3265350057132.011,1.1053146590510883,2491396618826.303,0.6350926223179261,1100958122184.6272,0.28030889598383085,226577099550.58057,0.07563543882215362,20592432253.295094,0.019015420869401167,1976023363.8600428,0.0031871513409675607,200744532.09403816,2.8101647757631646e-05,709918.6589191352,0.0,0.0,0.0,0.0,0.0,0.0,0.4049121583754899,28305713.977340337,6.933585103706714,84109524.28424212,2.366349608324584,3268529.190257754,3.159690006961887,602248.3394159683,8.152856220496789,188441.07413245257,0.8444600247376326,3691.0428992711572,0.004335597971639044,3.539309636967339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12427513622958618,1643.6973318193102,0.0,0.0,0.0098105158821245,773429778589.1068,0.12626465431488354,3720931702907.6123,1.0382764674146652,9770856493480.455,1.1475219622759294,7725596733252.373,0.5171456910508164,2847901765256.0215,0.26481329829447553,570564502814.2474,0.08958322123465379,64844208079.40795,0.015287363978138969,5258177815.652712,0.004108853255999227,580377702.8471478,0.012933304504460301,225035215.34961733,0.0,0.0,0.00012786286228544185,503181.5759704443,0.0,0.0,0.8868970842618009,166116125.89292443,7.317937845163201,229259577.76087186,2.797509126125073,9564619.435349436,3.9672311193144583,1758515.778234896,7.993018072738706,482741.901225986,0.5384001554956394,6122.240067650722,0.002913425613849443,7.022224706337772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18086131904198985,2301.1762645470344,0.0008753197309314221,423287850793.8148,0.0058041259094039266,1170996873217.7864,0.08759412354870139,5325060081512.785,1.2415789864876081,21658756400014.848,1.206314796746248,16844828861932.29,0.5294302880918209,6286602100498.248,0.16445114112390397,800619478703.3442,0.0707993214654119,112586542748.61537,0.03290925096762623,14788037888.202175,0.019551472610234384,2754966974.809025,0.002420594907316911,94097421.72172971,0.0,0.0,0.0,0.0,0.0,0.0,1.652287687142885,563674227.9685235,7.340553964161686,423555829.17832285,3.5382285270116576,21390658.7881316,4.829274653617337,3620938.5691644982,7.380365928964233,813145.1352568606,0.3220917250952827,6736.925825942161,0.0010547406755999059,5.312041870426167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24227487685581683,2958.6551972747584,0.0012083063951684265,847258647280.2484,0.012994350633069317,3258415925017.125,0.14071225905287582,12922561266469.148,1.4761152892270288,42425729177775.07,0.6945946469861893,26762158287304.348,0.5095117632924289,8934358362431.256,0.21730223838385512,1606375548203.368,0.05646621760074943,112562178232.43114,0.03421216812362916,23382486273.232147,0.006896615103323917,1855742033.1368868,0.0011724716873004171,117704304.12340038,0.0,0.0,0.0,0.0,0.0,0.0,2.566059789650044,1346276923.2326522,6.911691941883679,626464338.3113104,4.262828154898897,39501683.84507217,7.425571986916411,7295365.865735344,6.244614478005608,1021698.1867445535,0.2130947257983376,6593.295604490167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3093114408547175,3616.1341300024824,0.002008788263955215,1991882753402.6714,0.019641912925683687,5608405764995.706,0.23437119133723303,34212897078993.387,1.874881035216584,74137154133368.94,1.0012289661592193,44846960107278.77,0.47475814965259283,13003186530231.9,0.1663412782810651,1810132713965.9292,0.04795609043066002,174044404358.4613,0.043627355617089095,46089424500.937164,0.009523554523048495,5078666515.496971,0.0002348790609542291,55892801.322145104,0.00034919903301757545,17413174.916876175,0.0,0.0,0.0,0.0,3.6132683896496953,2714366021.7946196,6.434212672291006,808322638.1412655,5.141808058723984,64595076.89978222,11.933883429220382,14434328.679413892,4.862300997596263,1078047.1017320051,0.12834506150193087,5553.516407820008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38296965930079163,4273.613062730206,0.0009535978985075606,1765283045553.1016,0.020420025136584023,14153477190309.352,0.3046205398920737,56804782029646.61,1.5770515199693866,87065300300283.7,0.8342088355245548,62286506533755.9,0.4892285200150055,17010922389488.234,0.20205190617118718,2601396465431.5977,0.0731656376452329,366022998619.11237,0.015732724727942283,23288469502.589584,0.008565971115666208,5957599163.111495,0.0,0.0,0.0,0.0,0.0,0.0,0.002961183666482643,8022713.515071228,5.008716483330231,5012687435.753954,6.020431585402168,940423543.9716669,5.937535528888985,95191057.37000193,14.968494182220395,22752409.80130384,3.738292299103351,1087839.7147702894,0.07786216938507505,4479.704533931889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46452115771308106,4931.09199545793,0.002619447334169669,5939020654359.411,0.041052123437257684,29169907168165.617,0.3499144157452903,92174391523508.92,1.563125234987413,111532588509611.8,0.9874022732663399,90648431411555.12,0.5252646138339694,24027042612076.805,0.3033812709323653,4748971578517.26,0.08942411520568717,501717120224.18317,0.041926899433230885,66678598334.205315,0.0061657849886640964,4657418110.28038,0.005426618369662039,1673491303.016453,0.003217898475599339,171271632.6609022,0.0,0.0,0.021500563812630342,82670288.46817067,6.3733760670377135,8052640840.7577915,5.51355284001526,978141051.0327189,6.646009922086314,128593570.21366264,15.058366818262535,28658881.92449125,2.619047440848153,996131.1876333669,0.03519410863509012,2282.4462961123945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5556119295735696,5588.570928185655,0.0017258905464197184,5382886556617.022,0.03877194389123373,41060006538857.46,0.40012690244101423,132141024588508.9,1.5912614356597197,147809322735162.44,0.9557928836800802,116953181253186.1,0.7336858517441017,43027822086764.25,0.31513251817792914,7083350297793.895,0.11684254978218495,903826937978.0479,0.03482583236392693,75722737367.27167,0.009240151022205392,11367798391.037329,0.0025732928507137417,986522437.7276175,0.0,0.0,0.0013447375565292536,77127311.46819958,0.05662175707088475,249838191.88764048,8.504211555442225,12409755842.846045,5.362488315249208,959520094.1082684,7.373916518761088,161824931.63611382,14.00856072848354,32864068.967253324,1.781937675031788,793842.5201964759,0.020219773636636948,1382.3871930530001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6584131213808755,6246.049860913379,0.001929964458672367,6698021342996.563,0.05637332464133264,63312962958092.03,0.5997589701998693,201382094721186.25,1.9899288499984524,228372394892242.47,1.08048130419064,188005428344736.0,0.8655896805128175,61128783212279.016,0.27545655369426425,7158032173776.664,0.12151291700804334,1069959059405.7839,0.019643276797128784,72232411658.34612,0.006097607180063504,7367528670.818221,8.36347530550376e-05,78958037.29541798,0.0,0.0,0.0,0.0,0.2752451587952665,1740991937.5726118,10.880693739004,16917650166.083761,6.095626591894597,1009160539.3840573,8.077341477346877,188841939.59649366,12.602536882577445,34687849.59321791,0.8564982021161517,450476.0113269076,0.0158730621024515,1462.0118105754957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
