z,T,freq_0,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,freq_11,freq_12,freq_13,freq_14,freq_15,freq_16,freq_17,freq_18,freq_19,freq_20,freq_21,freq_22,freq_23,freq_24
0.023134810165044737,0.32873946636386203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18691535952355032,7.005346688050597,2.191132065744968,2.9216948087389816,8.269543330576278,1.305400511704063,0.0057185382429812606,0.0,0.0,0.0,0.0
0.07187430494467824,0.986218399091586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530665994151347,8.549288713827643,2.495189260790264,3.3391605708845535,8.60960803378506,0.8864349469601437,0.004576661163507683,0.0,0.0,0.0,0.0
0.12427513491839126,1.6436973318193102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2244226843102752,8.656850680975499,2.950983802345718,4.19156275806597,8.427718095226615,0.5642199149316189,0.0030757637864304637,0.0,0.0,0.0,0.0
0.18086131672149616,2.3011762645470344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.597646437366363,8.376576174332431,3.7892189352809362,5.09736230122073,7.771778539409482,0.3381820917352243,0.0011136516703398693,0.0,0.0,0.0,0.0
0.24227487537715192,2.958655197274758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.598295153640452,7.695983225956985,4.55974046717668,7.836655225344333,6.563886014964371,0.22432248835153035,0.0,0.0,0.0,0.0,0.0
0.30931143840815545,3.6161341300024823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.527407430915519,7.026615835761027,5.4693542631095315,12.580866695134738,5.1117868374542255,0.135080493306407,0.0,0.0,0.0,0.0,0.0
0.38296965595948274,4.273613062730206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003115673957533785,8.543487724098597,6.504041272356853,6.28537677391992,15.758156507932078,3.926453404106822,0.0817284152295758,0.0,0.0,0.0,0.0,0.0
0.4645211541610307,4.931091995457931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02881625535691077,10.080501554198094,5.953556677466181,7.033150303139324,15.842453906785257,2.7501332995748733,0.03689862499572455,0.0,0.0,0.0,0.0,0.0
0.5556119213672723,5.588570928185654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816121913806592,12.157019857446198,5.75341104791452,7.78024463428407,14.74867851030338,1.8595094992265147,0.021361272126509224,0.0,0.0,0.0,0.0,0.0
0.6584131174671621,6.246049860913379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717149314770075,14.676264541678815,6.471529061864122,8.528608754266504,13.257007961600472,0.8896064059600871,0.016766888348249315,0.0,0.0,0.0,0.0,0.0
0.7758523261243176,6.903528793641103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2826649982466893,16.65447193080201,8.131629746523634,10.6046692684327,10.952658960334265,0.33133335088653076,0.009846959830429077,0.0,0.0,0.0,0.0,0.0
0.9119810707968902,7.5610077263688265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.060636918814726,14.189063577419782,10.243522052457557,13.863975748280192,6.996811176188638,0.11252634473747267,0.0002978940440691808,0.0,0.0,0.0,0.0,0.0
1.0725838533393373,8.21848665909655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.048193680326344,12.422928480140621,11.627448654455822,21.41288517681886,3.302445748068585,0.09545092574778434,0.0,0.0,0.0,0.0,0.0,0.0
1.266240324331336,8.875965591824276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04603393643551134,14.30434804593778,10.781540463318484,11.703438402757724,21.691042894558883,1.4769166782728382,0.04368353737282794,0.0,0.0,0.0,0.0,0.0,0.0
1.5062970367019413,9.533444524552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136362405877371,15.824743464967932,8.900987728176732,10.89447510440658,13.924922397473955,0.6675788379314511,0.018817766599161425,0.0,0.0,0.0,0.0,0.0,0.0
1.8148294613788618,10.190923457279723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656578511935472,19.14736852722049,8.993982759424847,10.496829507064648,5.8416891564632145,0.18549820408154594,0.003824837407031115,0.0,0.0,0.0,0.0,0.0,0.0
2.231472773754822,10.848402390007447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40535907188019,11.051748887935148,7.434766351998935,13.225261121523138,1.0517372783995214,0.04270649878209214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8361270891613204,11.50588132273517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14104503238458793,7.374681981404502,4.086315734167449,4.370336548001056,4.950713198775961,0.24057413025124808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.821147855473793,12.163360255462894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8829795628087234,4.458287558234051,1.801051285935516,2.9088384938867793,0.28967496966890255,0.020773921989013604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.821083040782742,12.82083918819062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16891751882339953,1.8365584525700744,0.3116597980063513,0.47673772168648754,0.11473930238865027,0.015598242726309986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
